time Optional[local:sl-0] Optional[local:sl-1] Optional[local:sl-2] Optional[local:sl-3] Optional[local:sl-4] Optional[local:sl-5] Optional[local:sl-6] Optional[local:sl-7] Optional[local:sl-8] Optional[local:sl-9] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.003 550.0 650.0 400.0 700.0 750.0 800.0 1000.0 1000.0 750.0 650.0 
2.005 1350.0 1400.0 1150.0 1650.0 1700.0 1800.0 1800.0 2000.0 1750.0 1650.0 
3.005 1950.0 2400.0 1950.0 2650.0 2750.0 2700.0 2800.0 3000.0 2650.0 2500.0 
4.007 2900.0 3400.0 2850.0 3700.0 3550.0 3700.0 3800.0 4000.0 3400.0 3200.0 
5.008 3850.0 4500.0 3500.0 4700.0 4400.0 4700.0 4800.0 4900.0 4100.0 4200.0 
6.009 4800.0 5550.0 4250.0 5700.0 5200.0 5150.0 5650.0 5900.0 5200.0 5150.0 
7.009 5650.0 6300.0 5250.0 6700.0 6000.0 6150.0 6300.0 6650.0 5950.0 5750.0 
8.012 6300.0 7350.0 6050.0 7700.0 7000.0 6850.0 6900.0 7900.0 7050.0 6750.0 
9.012 7250.0 8350.0 6700.0 8700.0 8000.0 7750.0 7850.0 8900.0 8050.0 7750.0 
10.013 8250.0 9250.0 7550.0 9700.0 9000.0 8800.0 8850.0 9600.0 9000.0 8600.0 
11.014 9250.0 10150.0 8600.0 10700.0 10000.0 9800.0 9300.0 10400.0 9900.0 9400.0 
12.014 10250.0 11050.0 9400.0 11700.0 11000.0 10650.0 10100.0 11250.0 10650.0 10200.0 
13.015 11250.0 11800.0 10550.0 12700.0 11850.0 11500.0 11300.0 12000.0 11450.0 10650.0 
14.016 12250.0 12800.0 11450.0 13700.0 12800.0 12050.0 12300.0 12850.0 12450.0 11350.0 
15.017 13200.0 13800.0 12300.0 14700.0 13500.0 13300.0 13200.0 13650.0 13450.0 12100.0 
16.028 14250.0 14800.0 13150.0 15650.0 13950.0 14000.0 14250.0 14800.0 14450.0 12600.0 
17.029 15250.0 15900.0 14150.0 16650.0 15100.0 15000.0 14750.0 15450.0 15300.0 13450.0 
18.029 16250.0 16800.0 15100.0 17400.0 15900.0 15800.0 16000.0 16150.0 16450.0 14250.0 
19.03 17150.0 17800.0 15950.0 18400.0 16500.0 16750.0 16900.0 16600.0 17450.0 15050.0 
20.03 18250.0 18750.0 17000.0 19250.0 17400.0 17300.0 17900.0 17600.0 18450.0 15850.0 
21.031 19000.0 19550.0 18000.0 20200.0 18600.0 18550.0 18600.0 18450.0 19450.0 16600.0 
22.033 19800.0 20550.0 18950.0 21250.0 19400.0 19500.0 19350.0 19150.0 20450.0 17600.0 
23.033 20800.0 21550.0 19950.0 22100.0 20050.0 20250.0 20350.0 19700.0 21450.0 18600.0 
24.034 21800.0 22550.0 20850.0 22950.0 20700.0 21250.0 21150.0 20700.0 22300.0 19600.0 
25.035 22800.0 23550.0 21900.0 23850.0 21400.0 22250.0 22150.0 21300.0 23100.0 20500.0 
26.036 23800.0 24550.0 22900.0 24600.0 21850.0 23250.0 22800.0 22300.0 23950.0 21350.0 
27.036 24800.0 25150.0 23450.0 25600.0 23100.0 23900.0 23950.0 23300.0 25000.0 22350.0 
28.037 25350.0 26150.0 24450.0 26200.0 24100.0 25150.0 24950.0 24200.0 26000.0 23250.0 
29.038 26400.0 27150.0 25400.0 26900.0 25100.0 26150.0 25950.0 24650.0 27000.0 24250.0 
30.038 27400.0 28150.0 26000.0 27400.0 26100.0 27000.0 26950.0 25500.0 28000.0 25250.0 
31.039 28150.0 29150.0 27100.0 28450.0 27100.0 28050.0 27850.0 25950.0 29000.0 26000.0 
32.039 28950.0 30150.0 27950.0 29200.0 28100.0 29000.0 28400.0 26950.0 30000.0 26750.0 
33.039 29700.0 31000.0 28950.0 30400.0 29050.0 29800.0 29250.0 27900.0 31000.0 27800.0 
34.04 30800.0 32000.0 29950.0 31150.0 29850.0 30600.0 30200.0 28900.0 32000.0 28400.0 
35.041 31300.0 32700.0 30800.0 32150.0 30650.0 31250.0 31350.0 29900.0 33000.0 29350.0 
36.041 32250.0 33700.0 31950.0 33150.0 31550.0 32200.0 32000.0 30850.0 33900.0 30100.0 
37.042 33100.0 34700.0 32900.0 34150.0 32550.0 33200.0 33050.0 31850.0 34750.0 31150.0 
38.043 33800.0 35450.0 33650.0 35150.0 33550.0 34150.0 33950.0 32650.0 35750.0 32000.0 
39.044 34700.0 36400.0 34450.0 36150.0 34400.0 34700.0 34950.0 33600.0 36650.0 33000.0 
40.045 35500.0 37400.0 35250.0 37150.0 35400.0 35200.0 35700.0 34350.0 37750.0 34000.0 
41.046 35550.0 37850.0 35250.0 37600.0 35450.0 35200.0 35700.0 34800.0 38100.0 34500.0 
42.046 35550.0 37850.0 35250.0 37600.0 35450.0 35200.0 35700.0 34800.0 38100.0 34500.0 
43.047 35550.0 37850.0 35250.0 37600.0 35450.0 35200.0 35700.0 34800.0 38100.0 34500.0 
