time Optional[local:ss-0] 
0.0 0.0 
1.004 996.0 
2.006 998.0 
3.006 1000.0 
4.008 998.0 
5.009 999.0 
6.01 999.0 
7.01 1000.0 
8.013 997.0 
9.013 1000.0 
10.014 999.0 
11.014 1000.0 
12.015 999.0 
13.016 999.0 
14.017 999.0 
15.018 999.0 
16.029 989.0 
17.029 999.0 
18.03 1000.0 
19.031 999.0 
20.031 1000.0 
21.032 999.0 
22.033 999.0 
23.034 999.0 
24.035 999.0 
25.036 999.0 
26.037 999.0 
27.037 1000.0 
28.038 999.0 
29.039 999.0 
30.039 1000.0 
31.04 999.0 
32.04 1000.0 
33.04 1000.0 
34.041 999.0 
35.042 999.0 
36.042 1000.0 
37.043 999.0 
38.044 999.0 
39.045 999.0 
40.046 999.0 
41.047 0.0 
42.047 0.0 
43.048 0.0 
