time Optional[local:sl-0] Optional[local:sl-1] Optional[local:sl-2] Optional[local:sl-3] Optional[local:sl-4] Optional[local:sl-5] Optional[local:sl-6] Optional[local:sl-7] Optional[local:sl-8] Optional[local:sl-9] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.007 0.4 0.4 0.375 0.425 0.425 0.35 0.425 0.45 0.45 0.425 
2.008 0.95 0.9 0.85 0.9 0.9 0.825 0.95 0.925 0.95 0.975 
3.009 1.35 1.425 1.425 1.425 1.4 1.45 1.45 1.475 1.375 1.4 
4.01 1.875 1.9 1.9 1.975 1.95 1.925 1.925 1.95 1.875 1.975 
5.012 2.45 2.4 2.375 2.425 2.475 2.475 2.475 2.425 2.425 2.4 
6.012 2.925 2.95 2.925 2.925 2.9 2.925 2.9 2.975 2.925 2.925 
7.013 3.425 3.3 3.325 3.4 3.375 3.425 3.325 3.425 3.425 3.425 
8.016 3.875 3.925 3.85 3.9 3.9 3.85 3.875 3.9 3.9 3.925 
9.016 4.4 4.4 4.4 4.425 4.425 4.425 4.4 4.45 4.375 4.375 
10.017 4.925 4.95 4.975 4.95 4.95 4.95 4.9 4.825 4.9 4.925 
11.017 5.425 5.45 5.475 5.45 5.425 5.425 5.35 5.45 5.4 5.4 
12.018 5.85 5.9 5.925 5.925 5.925 5.925 5.925 5.925 5.925 5.9 
13.019 6.45 6.425 6.425 6.4 6.4 6.4 6.35 6.375 6.4 6.4 
14.02 6.9 6.9 6.925 6.9 6.925 6.9 6.825 6.875 6.925 6.925 
15.02 7.4 7.375 7.425 7.375 7.4 7.425 7.425 7.45 7.475 7.35 
16.031 7.925 7.9 7.925 7.85 7.875 7.925 7.875 7.9 7.9 7.85 
17.032 8.4 8.375 8.375 8.375 8.4 8.4 8.425 8.4 8.425 8.4 
18.033 8.925 8.95 8.95 8.925 8.85 8.875 8.925 8.9 8.875 8.875 
19.034 9.375 9.375 9.4 9.4 9.375 9.325 9.35 9.425 9.375 9.375 
20.034 9.875 9.875 9.875 9.85 9.9 9.875 9.9 9.9 9.9 9.925 
21.035 10.375 10.4 10.45 10.4 10.425 10.425 10.35 10.4 10.425 10.35 
22.036 10.95 10.95 10.875 10.875 10.875 10.85 10.9 10.925 10.9 10.9 
23.037 11.45 11.425 11.425 11.325 11.375 11.375 11.375 11.45 11.375 11.325 
24.038 11.925 11.925 11.925 11.9 11.85 11.9 11.925 11.85 11.85 11.875 
25.039 12.4 12.425 12.375 12.375 12.375 12.4 12.425 12.375 12.35 12.4 
26.039 12.925 12.85 12.925 12.875 12.85 12.875 12.825 12.875 12.825 12.85 
27.04 13.4 13.35 13.325 13.325 13.4 13.4 13.375 13.375 13.425 13.425 
28.041 13.875 13.95 13.9 13.875 13.925 13.875 13.85 13.825 13.875 13.95 
29.042 14.4 14.425 14.375 14.375 14.4 14.4 14.425 14.4 14.35 14.425 
30.042 14.825 14.875 14.925 14.9 14.9 14.9 14.875 14.85 14.9 14.925 
31.043 15.4 15.45 15.35 15.4 15.4 15.425 15.35 15.375 15.375 15.375 
32.043 15.825 15.925 15.875 15.875 15.875 15.85 15.85 15.85 15.85 15.925 
33.043 16.425 16.425 16.425 16.4 16.35 16.375 16.35 16.425 16.35 16.4 
34.044 16.85 16.875 16.925 16.9 16.925 16.9 16.875 16.9 16.9 16.875 
35.045 17.325 17.35 17.4 17.4 17.325 17.35 17.375 17.4 17.4 17.4 
36.045 17.9 17.875 17.925 17.9 17.85 17.875 17.9 17.875 17.9 17.825 
37.046 18.4 18.425 18.4 18.475 18.425 18.45 18.4 18.4 18.4 18.425 
38.047 18.875 18.95 18.9 18.95 18.9 18.9 18.875 18.875 18.9 18.925 
39.047 19.45 19.45 19.375 19.4 19.425 19.4 19.35 19.35 19.4 19.4 
40.048 19.875 19.9 19.85 19.9 19.875 19.875 19.85 19.925 19.9 19.9 
41.049 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 
42.05 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 
43.051 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 
