time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           768.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
1.002                         1536.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
2.004                         2944.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
3.004                         3932.0                        0.0                           0.0                           128.0                         0.0                           384.0                         0.0                           0.0                           0.0                           768.0                         0.0                           
4.005                         4908.0                        0.0                           128.0                         896.0                         0.0                           1536.0                        256.0                         640.0                         512.0                         1920.0                        0.0                           
5.006                         5908.0                        384.0                         1024.0                        2036.0                        0.0                           2676.0                        1280.0                        1792.0                        1536.0                        2804.0                        256.0                         
6.007                         6908.0                        1664.0                        2164.0                        3176.0                        256.0                         3688.0                        2420.0                        2804.0                        2676.0                        3920.0                        1280.0                        
7.008                         7932.0                        2676.0                        3060.0                        4152.0                        1152.0                        4548.0                        3432.0                        3920.0                        3688.0                        4500.0                        2292.0                        
8.009                         8792.0                        3688.0                        4164.0                        5140.0                        2292.0                        5524.0                        4500.0                        4500.0                        4500.0                        4500.0                        3432.0                        
9.011                         10000.0                       4628.0                        5152.0                        6164.0                        3304.0                        6652.0                        5396.0                        4756.0                        5396.0                        5268.0                        4500.0                        
10.011                        10000.0                       5512.0                        6036.0                        7176.0                        4408.0                        7664.0                        6420.0                        5780.0                        6420.0                        6548.0                        5396.0                        
11.012                        10000.0                       6664.0                        7164.0                        8060.0                        5292.0                        8652.0                        7408.0                        6664.0                        7420.0                        7676.0                        6420.0                        
12.013                        10000.0                       7664.0                        8164.0                        9000.0                        6420.0                        9000.0                        8420.0                        7932.0                        8420.0                        8652.0                        7420.0                        
13.013                        10000.0                       8652.0                        9000.0                        9000.0                        7396.0                        10000.0                       9000.0                        9000.0                        9000.0                        9000.0                        8408.0                        
14.013                        10000.0                       9000.0                        9000.0                        9000.0                        8000.0                        10000.0                       9000.0                        9000.0                        9000.0                        9000.0                        9000.0                        
15.014                        10000.0                       9000.0                        9000.0                        9000.0                        8000.0                        10000.0                       9000.0                        9000.0                        9000.0                        9000.0                        9000.0                        
16.014                        10000.0                       9000.0                        9000.0                        9000.0                        8000.0                        10000.0                       9000.0                        9000.0                        9000.0                        9000.0                        9000.0                        
