time Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 128.0 0.0 128.0 128.0 0.0 128.0 0.0 0.0 0.0 128.0 
1.0 128.0 128.0 128.0 128.0 128.0 384.0 128.0 256.0 256.0 128.0 
2.001 256.0 256.0 256.0 256.0 256.0 500.0 384.0 256.0 256.0 512.0 
3.002 884.0 756.0 640.0 512.0 768.0 756.0 512.0 512.0 512.0 756.0 
4.003 1012.0 1012.0 1280.0 1396.0 1140.0 1524.0 1152.0 1280.0 1152.0 1268.0 
5.003 2036.0 2280.0 2036.0 2152.0 1908.0 2036.0 2036.0 2420.0 2036.0 2280.0 
6.004 2792.0 3292.0 3304.0 3176.0 2792.0 3176.0 3792.0 3408.0 3048.0 3036.0 
7.005 4048.0 4036.0 4396.0 4292.0 3780.0 4164.0 4652.0 4396.0 4036.0 4048.0 
8.005 4908.0 5152.0 5396.0 5036.0 5048.0 5048.0 5548.0 5524.0 4792.0 5408.0 
9.006 5768.0 6152.0 6420.0 6036.0 6408.0 6024.0 6920.0 6524.0 5536.0 6152.0 
10.006 6652.0 7048.0 7176.0 7176.0 7536.0 6652.0 8420.0 8048.0 6932.0 6780.0 
11.007 7780.0 8164.0 8176.0 8164.0 8536.0 7920.0 9024.0 8664.0 8268.0 7664.0 
12.009 8664.0 9012.0 8908.0 9268.0 9396.0 8792.0 9512.0 9420.0 9024.0 8908.0 
13.01 9884.0 9628.0 9500.0 9640.0 9768.0 9640.0 9756.0 10000.0 9524.0 9640.0 
14.011 10000.0 9628.0 9756.0 9884.0 10000.0 10000.0 9884.0 10000.0 10000.0 9756.0 
15.011 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 
16.011 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 
17.012 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 
