time Optional[local:s-0] Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 990.0 1000.0 800.0 600.0 350.0 700.0 400.0 400.0 450.0 450.0 650.0 
1.001 1990.0 2000.0 2000.0 1598.0 1348.0 1550.0 1350.0 1100.0 1200.0 1250.0 1300.0 
2.002 2990.0 2900.0 3000.0 2500.0 1950.0 2550.0 2200.0 1650.0 2300.0 2450.0 2150.0 
3.002 3990.0 3600.0 3800.0 3500.0 2950.0 3450.0 2850.0 2300.0 3346.0 3350.0 2800.0 
4.003 4990.0 4600.0 4500.0 4450.0 3650.0 4496.0 3350.0 2500.0 4150.0 3750.0 3550.0 
5.004 5990.0 5300.0 5300.0 5400.0 4450.0 5150.0 3750.0 3150.0 5140.0 4650.0 4400.0 
6.006 6990.0 6250.0 6000.0 6400.0 4800.0 5600.0 4700.0 4150.0 5850.0 5550.0 5100.0 
7.007 7990.0 6900.0 6400.0 7000.0 5800.0 6150.0 5300.0 5150.0 6350.0 5900.0 5850.0 
8.008 8990.0 7800.0 6800.0 7800.0 6800.0 6850.0 6300.0 5946.0 6850.0 6950.0 6650.0 
9.008 9990.0 8400.0 7350.0 8650.0 7400.0 7050.0 6850.0 6700.0 7800.0 7750.0 7200.0 
10.009 10990.0 8700.0 8050.0 9300.0 7400.0 7250.0 7500.0 7250.0 8650.0 8400.0 7700.0 
11.009 11990.0 9000.0 8850.0 9900.0 7800.0 7750.0 8100.0 7750.0 9100.0 8850.0 7950.0 
12.01 12990.0 9000.0 9250.0 10000.0 7800.0 7950.0 8350.0 8300.0 9100.0 8850.0 8150.0 
13.011 13250.0 9000.0 9250.0 10000.0 7800.0 7950.0 8350.0 8300.0 9100.0 8850.0 8150.0 
14.012 13250.0 9000.0 9250.0 10000.0 7800.0 7950.0 8350.0 8300.0 9100.0 8850.0 8150.0 
15.012 13250.0 9000.0 9250.0 10000.0 7800.0 7950.0 8350.0 8300.0 9100.0 8850.0 8150.0 
