time Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 272.0 326.0 319.0 322.0 330.0 291.0 333.0 326.0 335.0 327.0 
1.001 949.0 965.0 1016.0 999.0 949.0 1132.0 1012.0 1048.0 999.0 1014.0 
2.002 1098.0 1032.0 999.0 983.0 1048.0 949.0 935.0 949.0 999.0 949.0 
3.002 950.0 900.0 966.0 966.0 950.0 932.0 950.0 900.0 832.0 950.0 
4.003 765.0 831.0 765.0 733.0 799.0 817.0 799.0 849.0 883.0 799.0 
5.005 880.0 864.0 914.0 912.0 830.0 848.0 898.0 848.0 832.0 848.0 
6.006 901.0 851.0 801.0 901.0 917.0 849.0 849.0 799.0 949.0 883.0 
7.007 749.0 749.0 749.0 749.0 699.0 733.0 749.0 749.0 699.0 765.0 
8.008 849.0 949.0 881.0 833.0 899.0 915.0 899.0 881.0 899.0 931.0 
9.008 750.0 700.0 768.0 716.0 700.0 750.0 734.0 818.0 750.0 718.0 
10.009 599.0 583.0 599.0 649.0 649.0 599.0 615.0 599.0 549.0 599.0 
11.009 550.0 616.0 550.0 550.0 600.0 600.0 600.0 550.0 634.0 600.0 
12.01 299.0 249.0 299.0 299.0 249.0 249.0 233.0 299.0 265.0 249.0 
13.011 49.0 17.0 17.0 33.0 17.0 17.0 33.0 33.0 17.0 17.0 
14.012 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
15.012 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
