time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           314.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
1.002                         766.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
2.004                         1405.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
3.004                         988.0                         0.0                           0.0                           128.0                         0.0                           384.0                         0.0                           0.0                           0.0                           768.0                         0.0                           
4.005                         975.0                         0.0                           127.0                         767.0                         0.0                           1150.0                        255.0                         639.0                         511.0                         1150.0                        0.0                           
5.006                         999.0                         383.0                         895.0                         1138.0                        0.0                           1138.0                        1022.0                        1150.0                        1022.0                        883.0                         255.0                         
6.007                         999.0                         1278.0                        1138.0                        1138.0                        255.0                         1010.0                        1138.0                        1010.0                        1138.0                        1114.0                        1022.0                        
7.008                         1022.0                        1010.0                        895.0                         975.0                         895.0                         859.0                         1010.0                        1114.0                        1010.0                        579.0                         1010.0                        
8.009                         859.0                         1010.0                        1102.0                        987.0                         1138.0                        975.0                         1066.0                        579.0                         811.0                         0.0                           1138.0                        
9.011                         1205.0                        938.0                         986.0                         1021.0                        1009.0                        1125.0                        894.0                         255.0                         894.0                         766.0                         1065.0                        
10.011                        0.0                           884.0                         884.0                         1012.0                        1104.0                        1012.0                        1024.0                        1024.0                        1024.0                        1280.0                        896.0                         
11.012                        0.0                           1150.0                        1126.0                        883.0                         883.0                         987.0                         987.0                         883.0                         999.0                         1126.0                        1022.0                        
12.013                        0.0                           999.0                         999.0                         939.0                         1126.0                        347.0                         1010.0                        1266.0                        999.0                         975.0                         999.0                         
13.013                        0.0                           988.0                         836.0                         0.0                           976.0                         1000.0                        580.0                         1068.0                        580.0                         348.0                         988.0                         
14.013                        0.0                           348.0                         0.0                           0.0                           604.0                         0.0                           0.0                           0.0                           0.0                           0.0                           592.0                         
15.014                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
16.014                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
