time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           224.0                         0.0                           0.0                           0.0                           0.0                           
1.001                         471.0                         0.0                           64.0                          96.0                          64.0                          
2.002                         724.0                         32.0                          346.0                         346.0                         346.0                         
3.002                         971.0                         288.0                         407.0                         535.0                         567.0                         
4.003                         1000.0                        532.0                         660.0                         750.0                         750.0                         
5.003                         1000.0                        750.0                         750.0                         750.0                         750.0                         
6.003                         1000.0                        750.0                         750.0                         750.0                         750.0                         
7.004                         1000.0                        750.0                         750.0                         750.0                         750.0                         
