time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           32.0                          64.0                          32.0                          96.0                          
1.0                           256.0                         157.0                         125.0                         157.0                         
2.001                         532.0                         439.0                         413.0                         410.0                         
3.001                         724.0                         724.0                         628.0                         692.0                         
4.002                         1000.0                        875.0                         971.0                         846.0                         
5.002                         1000.0                        1000.0                        1000.0                        1000.0                        
6.002                         1000.0                        1000.0                        1000.0                        1000.0                        
7.003                         1000.0                        1000.0                        1000.0                        1000.0                        
