time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           14.0                          31.0                          15.0                          47.0                          
1.0                           224.0                         93.0                          93.0                          61.0                          
2.001                         275.0                         281.0                         287.0                         252.0                         
3.001                         192.0                         285.0                         215.0                         282.0                         
4.002                         275.0                         150.0                         342.0                         153.0                         
5.002                         0.0                           125.0                         29.0                          154.0                         
6.002                         0.0                           0.0                           0.0                           0.0                           
7.003                         0.0                           0.0                           0.0                           0.0                           
