time Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.005 
1.005 0.0 0.005 0.01 0.0 0.005 0.005 0.005 0.0 0.0 0.015 
2.023 0.01 0.02 0.015 0.015 0.01 0.01 0.015 0.01 0.015 0.015 
3.124 0.03 0.035 0.025 0.035 0.025 0.035 0.045 0.025 0.045 0.03 
4.17 0.035 0.035 0.035 0.04 0.03 0.045 0.045 0.025 0.05 0.035 
5.172 0.08 0.065 0.07 0.075 0.075 0.08 0.09 0.07 0.075 0.075 
6.174 0.095 0.09 0.09 0.09 0.085 0.1 0.115 0.085 0.1 0.1 
7.175 0.12 0.12 0.135 0.12 0.135 0.12 0.14 0.12 0.125 0.12 
8.176 0.145 0.14 0.14 0.145 0.15 0.155 0.155 0.13 0.155 0.145 
9.177 0.185 0.17 0.17 0.175 0.17 0.17 0.18 0.165 0.175 0.17 
10.179 0.205 0.19 0.195 0.2 0.2 0.185 0.2 0.19 0.2 0.19 
11.179 0.225 0.22 0.22 0.225 0.22 0.225 0.23 0.24 0.225 0.22 
12.181 0.25 0.23 0.24 0.25 0.25 0.235 0.245 0.255 0.245 0.24 
13.182 0.275 0.265 0.28 0.285 0.29 0.275 0.27 0.295 0.275 0.265 
14.183 0.295 0.295 0.295 0.31 0.3 0.285 0.3 0.3 0.285 0.29 
15.187 0.335 0.315 0.32 0.33 0.33 0.33 0.33 0.325 0.32 0.325 
16.187 0.355 0.34 0.35 0.365 0.35 0.35 0.35 0.345 0.345 0.345 
17.19 0.375 0.365 0.37 0.375 0.385 0.38 0.38 0.375 0.37 0.375 
18.192 0.4 0.4 0.395 0.405 0.405 0.395 0.41 0.395 0.395 0.39 
19.193 0.415 0.415 0.41 0.43 0.42 0.42 0.42 0.43 0.405 0.41 
20.193 0.45 0.445 0.445 0.45 0.445 0.445 0.45 0.465 0.44 0.44 
21.194 0.485 0.475 0.47 0.485 0.48 0.48 0.475 0.48 0.47 0.47 
22.196 0.505 0.505 0.5 0.495 0.495 0.495 0.505 0.505 0.495 0.495 
23.197 0.525 0.52 0.525 0.515 0.53 0.525 0.52 0.53 0.525 0.515 
24.198 0.545 0.555 0.555 0.55 0.56 0.55 0.55 0.56 0.545 0.54 
25.199 0.56 0.57 0.57 0.575 0.58 0.56 0.57 0.575 0.57 0.56 
26.2 0.6 0.6 0.6 0.605 0.605 0.6 0.6 0.605 0.605 0.595 
27.201 0.63 0.63 0.62 0.625 0.63 0.61 0.625 0.615 0.62 0.61 
28.202 0.65 0.66 0.65 0.655 0.65 0.65 0.66 0.65 0.65 0.645 
29.203 0.67 0.675 0.67 0.69 0.67 0.665 0.67 0.675 0.68 0.67 
30.203 0.7 0.705 0.695 0.715 0.69 0.695 0.695 0.705 0.695 0.695 
31.203 0.73 0.73 0.72 0.745 0.73 0.725 0.735 0.735 0.73 0.73 
32.204 0.745 0.745 0.74 0.75 0.75 0.75 0.75 0.755 0.735 0.74 
33.204 0.775 0.775 0.77 0.785 0.77 0.78 0.79 0.775 0.785 0.765 
34.205 0.79 0.805 0.8 0.81 0.795 0.795 0.8 0.81 0.805 0.795 
35.205 0.825 0.815 0.815 0.83 0.815 0.82 0.83 0.83 0.83 0.825 
36.205 0.855 0.85 0.855 0.855 0.855 0.86 0.855 0.86 0.85 0.85 
37.205 0.875 0.875 0.88 0.885 0.885 0.875 0.88 0.875 0.875 0.88 
38.206 0.905 0.895 0.91 0.9 0.9 0.895 0.9 0.895 0.9 0.89 
39.206 0.925 0.925 0.935 0.93 0.915 0.925 0.925 0.93 0.92 0.915 
40.207 0.955 0.945 0.97 0.96 0.945 0.97 0.955 0.955 0.96 0.95 
41.208 0.965 0.965 0.99 0.99 0.97 0.985 0.98 0.98 0.99 0.97 
42.208 0.995 0.995 1.0 1.0 0.995 1.0 1.0 1.0 1.0 1.0 
43.21 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
44.21 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
45.21 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
