time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
1.002                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
2.002                         0.0                           0.05                          0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.05                          
3.003                         0.0                           0.05                          0.05                          0.0                           0.0                           0.0                           0.0                           0.05                          0.05                          0.05                          
4.004                         0.1                           0.05                          0.05                          0.05                          0.05                          0.05                          0.05                          0.1                           0.05                          0.1                           
5.006                         0.1                           0.05                          0.15                          0.1                           0.05                          0.15                          0.25                          0.1                           0.1                           0.1                           
6.006                         0.1                           0.15                          0.2                           0.1                           0.05                          0.25                          0.3                           0.1                           0.1                           0.2                           
7.007                         0.25                          0.3                           0.25                          0.25                          0.2                           0.35                          0.3                           0.2                           0.25                          0.3                           
8.007                         0.4                           0.35                          0.35                          0.35                          0.35                          0.45                          0.4                           0.4                           0.3                           0.35                          
9.009                         0.5                           0.45                          0.5                           0.45                          0.5                           0.55                          0.5                           0.5                           0.45                          0.35                          
10.01                         0.55                          0.65                          0.65                          0.65                          0.55                          0.75                          0.7                           0.55                          0.55                          0.5                           
11.01                         0.6                           0.7                           0.7                           0.65                          0.6                           0.85                          0.75                          0.65                          0.7                           0.55                          
12.01                         0.65                          0.75                          0.8                           0.8                           0.75                          0.95                          0.75                          0.9                           0.8                           0.7                           
13.011                        0.9                           0.95                          0.95                          0.9                           0.9                           0.95                          0.85                          0.95                          0.95                          0.85                          
14.012                        0.95                          0.95                          1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           0.95                          
15.013                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
16.014                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
17.015                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
