time Optional[local:s-0] Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 404.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.003 1020.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.004 1150.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.004 988.0 512.0 0.0 0.0 384.0 256.0 0.0 0.0 0.0 0.0 0.0 
4.006 962.0 1277.0 127.0 638.0 1149.0 1021.0 0.0 255.0 0.0 510.0 638.0 
5.006 1000.0 1012.0 896.0 1152.0 1138.0 1010.0 255.0 1022.0 767.0 1150.0 1266.0 
6.007 883.0 1114.0 1010.0 1010.0 1012.0 1012.0 1024.0 1140.0 1024.0 1268.0 1140.0 
7.008 1150.0 579.0 1150.0 1114.0 811.0 1194.0 895.0 895.0 1010.0 999.0 1102.0 
8.009 963.0 639.0 963.0 579.0 0.0 127.0 1254.0 1078.0 1114.0 975.0 859.0 
9.009 848.0 1268.0 884.0 256.0 512.0 640.0 848.0 1000.0 836.0 872.0 896.0 
10.009 0.0 1000.0 1128.0 1024.0 1024.0 1268.0 1116.0 1012.0 1024.0 1140.0 1268.0 
11.011 0.0 998.0 998.0 1137.0 1009.0 1149.0 882.0 998.0 1125.0 986.0 858.0 
12.011 0.0 592.0 988.0 1012.0 1116.0 964.0 1024.0 1000.0 1012.0 1092.0 964.0 
13.011 0.0 0.0 848.0 1068.0 836.0 348.0 1090.0 591.0 1078.0 0.0 0.0 
14.012 0.0 0.0 0.0 0.0 0.0 0.0 604.0 0.0 0.0 0.0 0.0 
15.012 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
16.013 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
