time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           768.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
1.001                         1792.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
2.002                         2932.0                        0.0                           500.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           256.0                         
3.002                         3792.0                        0.0                           1396.0                        768.0                         0.0                           0.0                           0.0                           0.0                           384.0                         384.0                         1408.0                        
4.003                         4932.0                        500.0                         2000.0                        1792.0                        0.0                           0.0                           0.0                           0.0                           1536.0                        1536.0                        2268.0                        
5.005                         5920.0                        1396.0                        2000.0                        2804.0                        768.0                         0.0                           768.0                         512.0                         2676.0                        2676.0                        3500.0                        
6.005                         6920.0                        2408.0                        2000.0                        3920.0                        1792.0                        0.0                           2048.0                        1920.0                        3688.0                        3688.0                        3884.0                        
7.006                         7896.0                        3292.0                        2768.0                        4804.0                        2932.0                        1152.0                        3188.0                        2944.0                        4500.0                        4500.0                        4908.0                        
8.006                         8896.0                        4408.0                        3792.0                        5908.0                        3908.0                        2176.0                        4048.0                        3920.0                        5012.0                        4500.0                        5920.0                        
9.008                         10000.0                       5408.0                        4920.0                        6792.0                        4920.0                        3176.0                        5036.0                        4756.0                        6164.0                        5652.0                        6804.0                        
10.009                        10000.0                       6420.0                        5780.0                        7908.0                        5896.0                        4152.0                        6024.0                        5780.0                        7176.0                        6664.0                        8000.0                        
11.009                        10000.0                       7396.0                        6920.0                        8932.0                        6920.0                        4500.0                        7024.0                        6920.0                        8176.0                        7548.0                        8000.0                        
12.009                        10000.0                       8000.0                        8000.0                        9664.0                        7932.0                        4500.0                        8176.0                        7932.0                        8780.0                        8652.0                        8000.0                        
13.011                        10000.0                       8000.0                        8000.0                        10908.0                       9000.0                        4500.0                        9048.0                        9000.0                        9896.0                        9500.0                        8000.0                        
14.011                        10000.0                       8000.0                        8000.0                        12000.0                       9000.0                        4500.0                        10140.0                       9000.0                        11000.0                       9500.0                        8000.0                        
15.012                        10000.0                       8000.0                        8000.0                        12000.0                       9000.0                        4500.0                        11000.0                       9000.0                        11000.0                       9500.0                        8000.0                        
16.013                        10000.0                       8000.0                        8000.0                        12000.0                       9000.0                        4500.0                        11000.0                       9000.0                        11000.0                       9500.0                        8000.0                        
17.014                        10000.0                       8000.0                        8000.0                        12000.0                       9000.0                        4500.0                        11000.0                       9000.0                        11000.0                       9500.0                        8000.0                        
