time Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 200.0 64.0 0.0 0.0 64.0 264.0 64.0 0.0 0.0 0.0 
1.196 328.0 392.0 328.0 328.0 592.0 392.0 400.0 328.0 528.0 328.0 
2.198 592.0 856.0 792.0 784.0 728.0 720.0 592.0 800.0 864.0 920.0 
3.594 1856.0 1728.0 1720.0 1792.0 1656.0 1920.0 1848.0 1592.0 2184.0 1664.0 
4.614 2320.0 2192.0 2392.0 2392.0 2120.0 2720.0 2184.0 2520.0 2464.0 2520.0 
5.656 3360.0 3560.0 3560.0 3552.0 3360.0 3752.0 3424.0 3768.0 3760.0 3904.0 
6.714 4056.0 4440.0 4456.0 4456.0 4528.0 4400.0 4256.0 4264.0 4592.0 4520.0 
7.715 5160.0 5640.0 5512.0 5440.0 5512.0 5576.0 5304.0 5568.0 5512.0 5248.0 
8.715 6232.0 6576.0 6416.0 6440.0 6584.0 6776.0 6176.0 6704.0 6560.0 6552.0 
9.721 7240.0 7576.0 7504.0 7496.0 7904.0 7832.0 7096.0 7632.0 7512.0 7432.0 
10.722 8360.0 8624.0 8440.0 8712.0 8592.0 8840.0 8312.0 8640.0 8440.0 8312.0 
11.722 9256.0 9520.0 9384.0 9648.0 9784.0 9648.0 9448.0 9896.0 9360.0 9584.0 
12.722 10584.0 10824.0 10768.0 10768.0 10512.0 10568.0 10312.0 10648.0 10176.0 10440.0 
13.723 11528.0 11584.0 11848.0 11720.0 11584.0 11984.0 11176.0 11984.0 11720.0 11320.0 
14.724 12384.0 12504.0 12640.0 12656.0 12320.0 12712.0 12512.0 12392.0 12712.0 12256.0 
15.725 13576.0 13560.0 13312.0 12984.0 13248.0 13920.0 13248.0 13184.0 13248.0 13640.0 
16.725 14376.0 14184.0 14432.0 14432.0 14304.0 14440.0 14032.0 14032.0 14320.0 14704.0 
17.726 15768.0 15456.0 15376.0 15112.0 15360.0 15528.0 14960.0 15504.0 15376.0 15496.0 
18.727 16568.0 16176.0 16576.0 16168.0 16048.0 16432.0 16032.0 16304.0 16368.0 16448.0 
19.728 17560.0 17240.0 17632.0 17440.0 17312.0 17520.0 17192.0 17424.0 17576.0 17440.0 
20.729 18840.0 18248.0 18448.0 18240.0 18376.0 18440.0 18504.0 18568.0 18120.0 18368.0 
21.73 19696.0 19488.0 19552.0 19232.0 19304.0 19504.0 19384.0 19640.0 19304.0 19704.0 
22.73 20648.0 20440.0 20384.0 20448.0 20848.0 20560.0 20368.0 20248.0 20112.0 20504.0 
23.733 21656.0 21384.0 21640.0 21376.0 21648.0 21456.0 21648.0 21712.0 21304.0 21584.0 
24.734 22440.0 22504.0 22832.0 22616.0 22776.0 22704.0 22528.0 22256.0 21920.0 22504.0 
25.735 23328.0 23256.0 23648.0 23520.0 23656.0 23720.0 23440.0 23512.0 23232.0 23440.0 
26.737 24440.0 24496.0 24320.0 24304.0 24520.0 24448.0 24912.0 24712.0 24056.0 24512.0 
27.737 25768.0 25312.0 25440.0 25504.0 25520.0 25576.0 25512.0 25448.0 25176.0 25640.0 
28.738 26304.0 26048.0 26456.0 26232.0 26568.0 26504.0 26888.0 26576.0 26576.0 26568.0 
29.739 27704.0 27048.0 27504.0 27312.0 27584.0 27520.0 27504.0 27624.0 27512.0 27368.0 
30.74 28576.0 27976.0 28704.0 28288.0 28376.0 28496.0 28376.0 28904.0 28720.0 28304.0 
31.741 29528.0 28784.0 29496.0 29432.0 29440.0 29512.0 29456.0 29848.0 29712.0 29512.0 
32.743 30776.0 30104.0 30504.0 30776.0 30440.0 30376.0 30360.0 30648.0 30512.0 30184.0 
33.743 31712.0 31192.0 31648.0 31720.0 31512.0 31584.0 31392.0 31720.0 31632.0 31448.0 
34.745 32520.0 32424.0 32640.0 32896.0 32368.0 32312.0 32424.0 32632.0 32504.0 32184.0 
35.745 33704.0 33456.0 33304.0 33976.0 33248.0 33584.0 33520.0 33712.0 33120.0 33312.0 
36.746 34512.0 34168.0 34512.0 34784.0 34568.0 34376.0 34640.0 34776.0 34312.0 34240.0 
37.752 35440.0 35248.0 35640.0 35896.0 35512.0 35240.0 35696.0 35704.0 35368.0 35520.0 
38.753 36376.0 36304.0 36640.0 36576.0 36376.0 36184.0 36768.0 36432.0 36248.0 36496.0 
39.753 37512.0 37256.0 37576.0 37712.0 37640.0 37104.0 37576.0 37576.0 37568.0 37568.0 
40.753 38688.0 38376.0 39104.0 38656.0 38448.0 38424.0 38712.0 38440.0 38376.0 38440.0 
41.754 39512.0 39448.0 39712.0 39648.0 39528.0 39624.0 39704.0 39464.0 39648.0 39592.0 
42.755 39992.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 39928.0 40000.0 39928.0 
43.756 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 
44.757 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 
45.757 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 
