time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           64.0                          96.0                          32.0                          32.0                          
1.001                         189.0                         189.0                         160.0                         128.0                         
2.002                         410.0                         474.0                         474.0                         378.0                         
3.003                         817.0                         628.0                         628.0                         625.0                         
4.003                         1000.0                        910.0                         939.0                         846.0                         
5.003                         1000.0                        1000.0                        1000.0                        1000.0                        
6.004                         1000.0                        1000.0                        1000.0                        1000.0                        
7.004                         1000.0                        1000.0                        1000.0                        1000.0                        
