time Optional[local:sl-20000] Optional[local:sl-20001] Optional[local:sl-20002] Optional[local:sl-20003] Optional[local:sl-20004] Optional[local:sl-20005] Optional[local:sl-20006] Optional[local:sl-20007] Optional[local:sl-20008] Optional[local:sl-20009] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.002 250.0 314.0 256.0 192.0 314.0 314.0 256.0 314.0 192.0 256.0 
2.004 378.0 442.0 442.0 378.0 378.0 442.0 442.0 442.0 442.0 442.0 
3.005 1384.0 1320.0 1390.0 1390.0 1390.0 1198.0 1262.0 1198.0 1634.0 1070.0 
4.006 2512.0 2524.0 2204.0 2390.0 2332.0 2204.0 2268.0 2332.0 2204.0 2396.0 
5.007 3320.0 3064.0 2820.0 2942.0 3128.0 3134.0 3198.0 3314.0 2814.0 3256.0 
6.009 4146.0 4140.0 3884.0 4018.0 4082.0 4082.0 4216.0 4146.0 3954.0 4326.0 
7.009 4954.0 5012.0 4884.0 4756.0 5064.0 5506.0 5384.0 5076.0 5076.0 5076.0 
8.01 5890.0 6070.0 6018.0 5762.0 6012.0 5948.0 6326.0 5826.0 5884.0 6140.0 
9.011 7204.0 6954.0 6890.0 6570.0 6954.0 6954.0 7140.0 6704.0 6640.0 7134.0 
10.013 7884.0 7698.0 7896.0 7454.0 8192.0 8134.0 8134.0 7768.0 7954.0 8210.0 
11.014 9024.0 8640.0 8768.0 8512.0 9012.0 9396.0 9076.0 9082.0 9018.0 9140.0 
12.015 10082.0 9698.0 10082.0 9762.0 10018.0 10006.0 10076.0 9692.0 10140.0 9762.0 
13.017 11140.0 10884.0 11082.0 10518.0 11204.0 11018.0 11082.0 11012.0 11070.0 10768.0 
14.018 12262.0 12012.0 11878.0 11582.0 12076.0 12006.0 11896.0 11640.0 11954.0 12082.0 
15.019 12704.0 13134.0 12832.0 12832.0 12954.0 12960.0 13262.0 12448.0 12896.0 13012.0 
16.021 14012.0 14198.0 13768.0 13884.0 13768.0 13890.0 14076.0 14076.0 13884.0 13890.0 
