time Optional[local:ss-10000] 
0.0 9395.0 
1.026 11111.0 
2.048 9540.0 
3.071 9359.0 
4.078 9756.0 
5.083 9552.0 
6.087 10806.0 
7.09 9920.0 
8.092 9905.0 
9.095 8973.0 
10.097 10254.0 
11.1 9596.0 
12.102 9630.0 
13.104 10878.0 
14.107 9920.0 
15.109 9955.0 
16.111 9955.0 
17.113 9930.0 
18.114 9665.0 
19.116 10279.0 
20.118 9655.0 
21.12 9655.0 
22.122 10279.0 
23.124 9630.0 
24.126 10279.0 
25.128 9980.0 
26.13 9955.0 
27.132 9980.0 
28.133 9665.0 
29.135 9980.0 
30.138 9646.0 
31.14 10603.0 
32.142 9980.0 
33.144 9980.0 
34.145 9665.0 
35.147 10279.0 
36.149 9980.0 
37.152 9960.0 
38.155 9980.0 
39.157 9655.0 
40.159 9980.0 
41.161 9980.0 
42.163 10279.0 
43.165 9980.0 
44.167 10279.0 
45.169 9980.0 
46.171 9980.0 
47.173 9980.0 
48.174 9990.0 
49.177 9970.0 
50.179 9980.0 
51.181 10603.0 
52.183 9980.0 
53.184 9990.0 
54.186 9980.0 
55.189 9970.0 
56.192 9970.0 
57.194 10603.0 
58.195 9990.0 
59.197 9980.0 
60.198 9990.0 
61.2 9980.0 
62.201 9990.0 
63.203 9980.0 
64.205 9980.0 
65.207 9980.0 
66.209 9980.0 
67.211 9980.0 
68.212 10614.0 
69.214 9980.0 
70.216 9980.0 
71.218 9980.0 
72.219 9990.0 
73.221 9980.0 
74.222 9990.0 
75.224 9980.0 
76.226 9980.0 
77.227 9990.0 
78.229 9980.0 
79.231 9980.0 
80.232 9990.0 
81.234 9980.0 
82.235 9990.0 
83.237 9980.0 
84.239 9980.0 
85.241 9980.0 
86.242 9990.0 
87.244 9980.0 
88.245 9990.0 
89.247 9980.0 
90.248 9990.0 
91.25 9980.0 
92.251 9990.0 
93.253 9980.0 
94.254 9990.0 
95.256 9980.0 
96.258 9980.0 
97.26 9980.0 
98.261 9990.0 
99.263 9980.0 
100.265 9980.0 
101.267 9980.0 
102.268 9990.0 
103.27 9980.0 
104.272 9980.0 
105.273 9990.0 
106.275 9980.0 
107.276 9990.0 
108.278 9980.0 
109.279 9990.0 
110.281 9980.0 
111.283 9980.0 
112.285 9980.0 
113.286 9990.0 
114.288 9980.0 
115.289 9990.0 
116.291 9980.0 
117.292 9990.0 
118.294 9980.0 
119.296 9980.0 
120.298 9980.0 
121.299 9990.0 
122.3 9990.0 
123.302 9980.0 
124.304 9980.0 
125.305 9990.0 
126.307 9980.0 
127.308 9990.0 
128.31 9980.0 
129.312 9980.0 
130.313 9990.0 
131.315 9980.0 
132.317 9980.0 
133.319 9980.0 
134.32 9990.0 
135.322 9980.0 
136.323 9990.0 
137.325 9980.0 
138.327 9980.0 
139.328 9990.0 
140.33 9980.0 
141.331 9990.0 
142.333 9980.0 
143.335 9980.0 
144.336 9990.0 
145.338 9980.0 
146.34 9980.0 
147.341 9990.0 
148.343 9980.0 
149.345 9980.0 
150.346 9990.0 
151.348 9980.0 
152.35 9980.0 
153.351 9990.0 
154.353 9980.0 
155.354 9990.0 
156.357 9970.0 
157.359 9980.0 
158.36 9990.0 
159.362 9980.0 
160.363 9990.0 
161.365 9980.0 
162.366 9990.0 
163.368 9980.0 
164.37 9980.0 
165.372 9980.0 
166.373 9990.0 
167.374 9990.0 
168.376 9980.0 
