time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           14.0                          46.0                          15.0                          15.0                          
1.001                         124.0                         92.0                          159.0                         160.0                         
2.002                         284.0                         284.0                         310.0                         185.0                         
3.003                         374.0                         182.0                         156.0                         310.0                         
4.004                         153.0                         188.0                         339.0                         249.0                         
5.005                         28.0                          153.0                         0.0                           60.0                          
6.007                         0.0                           0.0                           0.0                           0.0                           
7.008                         0.0                           0.0                           0.0                           0.0                           
