time mean min max stdev confval
0 0.0 0.0 0.0 0.0 0.0
1 0.0 0.0 0.0 0.0 0.0
2 51.2 0.0 512.0 161.90861620062103 84.48
3 256.0 0.0 512.0 269.8476936677017 140.79999999999998
4 256.0 0.0 512.0 269.8476936677017 140.79999999999998
5 460.8 0.0 1024.0 377.7867711347824 197.11999999999998
6 614.4 0.0 1024.0 323.81723240124205 168.96
7 614.4 0.0 1024.0 323.81723240124205 168.96
8 614.4 0.0 1024.0 323.81723240124205 168.96
9 819.2 0.0 1536.0 431.7563098683227 225.27999999999997
10 1075.2 512.0 1536.0 290.6348606451439 151.6462409689076
11 1126.4 512.0 1536.0 323.81723240124205 168.96
12 1126.4 512.0 1536.0 323.81723240124205 168.96
13 1177.6 1024.0 1536.0 247.31949646829975 129.04533156995643
14 1228.8 1024.0 2048.0 357.99342017541176 186.7923081928161
15 1433.6 1024.0 2048.0 403.87104652626715 210.73014402310835
16 1587.2 1024.0 2048.0 290.6348606451439 151.6462409689076
17 1638.4 1024.0 2048.0 323.81723240124205 168.96
18 1734.8 1024.0 2500.0 419.34573378591136 218.80446156328713
19 1837.2 1536.0 2500.0 344.9086191378168 179.9649754813419
20 2138.4 1536.0 3012.0 382.1027203369389 199.37195790782616
21 2292.0 1536.0 3012.0 419.8962834902077 219.09172508335402
22 2536.0 2048.0 3012.0 394.00846014605656 205.58408498714093
23 2990.8 2048.0 3524.0 486.14602287332923 253.65923677248574
24 3394.4 2560.0 4036.0 572.2383341852511 298.58012258018783
25 3798.0 3012.0 4548.0 631.8938026106742 329.70690317310607
26 4508.8 3584.0 5060.0 490.66956520882997 256.0195117564284
27 5686.4 5060.0 7108.0 573.5478668389898 299.2634050464573
28 6346.0 5060.0 7108.0 642.2329103301319 335.1015995187131
29 7005.6 5060.0 8132.0 928.5270533963396 484.48295903984064
30 8592.8 7620.0 10692.0 1117.8340962176214 583.2587953901766
31 9412.0 8132.0 11716.0 1086.116015902537 566.7090682175466
32 10794.4 9668.0 12228.0 989.277985873199 516.1813262798257
33 11914.8 10180.0 13764.0 1182.873412969922 617.194737825915
34 12676.8 10692.0 14788.0 1406.707487559356 733.9859442795889
35 13496.0 11716.0 15300.0 1297.7272440694153 677.1226890305772
36 14917.6 12740.0 17288.0 1408.082320825818 734.7032990262122
37 16032.0 14216.0 18312.0 1387.1768292310664 723.7953191338004
