time Optional[local:sl-20000] Optional[local:sl-20001] Optional[local:sl-20002] Optional[local:sl-20003] Optional[local:sl-20004] Optional[local:sl-20005] Optional[local:sl-20006] Optional[local:sl-20007] Optional[local:sl-20008] Optional[local:sl-20009] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.004 0.0 0.0 695.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.008 0.0 0.0 1013.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.009 941.0 1202.0 1032.0 1202.0 1202.0 441.0 1144.0 1132.0 953.0 953.0 
4.011 1015.0 742.0 0.0 1043.0 1003.0 1015.0 1043.0 1061.0 544.0 1043.0 
5.012 789.0 1004.0 953.0 953.0 731.0 539.0 947.0 993.0 499.0 441.0 
6.013 947.0 999.0 1044.0 1004.0 1022.0 895.0 1016.0 1022.0 249.0 1016.0 
7.014 801.0 993.0 249.0 1038.0 975.0 1062.0 975.0 783.0 0.0 731.0 
8.014 384.0 802.0 960.0 896.0 1024.0 732.0 1082.0 442.0 1210.0 308.0 
9.015 1074.0 691.0 999.0 1062.0 1032.0 1022.0 783.0 1022.0 1038.0 1214.0 
10.016 789.0 1004.0 935.0 987.0 895.0 783.0 697.0 783.0 941.0 1032.0 
11.017 383.0 551.0 1074.0 1016.0 1056.0 441.0 1004.0 959.0 1016.0 441.0 
12.018 1080.0 883.0 1026.0 975.0 935.0 1022.0 941.0 999.0 1038.0 1016.0 
13.019 783.0 1114.0 749.0 1022.0 1068.0 782.0 1101.0 1037.0 952.0 980.0 
14.02 639.0 249.0 0.0 981.0 999.0 442.0 954.0 954.0 1006.0 896.0 
15.021 1010.0 889.0 633.0 935.0 987.0 1010.0 993.0 993.0 289.0 1160.0 
16.022 847.0 1068.0 1074.0 1080.0 1016.0 993.0 999.0 1004.0 1214.0 691.0 
17.022 960.0 994.0 790.0 1034.0 994.0 1000.0 1000.0 1018.0 1034.0 960.0 
18.023 1038.0 999.0 895.0 959.0 999.0 1004.0 551.0 527.0 383.0 847.0 
19.024 383.0 929.0 1102.0 1038.0 987.0 999.0 1202.0 1214.0 1080.0 0.0 
20.024 1018.0 1064.0 698.0 890.0 994.0 994.0 942.0 1034.0 1034.0 896.0 
21.024 848.0 302.0 1012.0 1070.0 808.0 1006.0 1046.0 942.0 960.0 1058.0 
22.025 249.0 953.0 539.0 981.0 1248.0 993.0 1056.0 1016.0 999.0 993.0 
23.025 954.0 994.0 442.0 954.0 750.0 1006.0 942.0 988.0 994.0 1012.0 
24.026 1044.0 301.0 1010.0 1062.0 249.0 545.0 1016.0 999.0 999.0 987.0 
25.026 942.0 1204.0 546.0 994.0 1198.0 948.0 1040.0 756.0 744.0 1000.0 
26.026 1012.0 796.0 954.0 756.0 802.0 802.0 698.0 296.0 1018.0 802.0 
27.028 1043.0 998.0 1003.0 1037.0 690.0 696.0 1015.0 499.0 980.0 958.0 
28.029 947.0 999.0 981.0 831.0 959.0 801.0 533.0 959.0 947.0 789.0 
29.029 302.0 500.0 1024.0 1134.0 1098.0 442.0 954.0 982.0 1052.0 442.0 
30.03 947.0 947.0 1032.0 923.0 889.0 1016.0 1004.0 1010.0 1004.0 1016.0 
31.03 1006.0 1012.0 692.0 1064.0 1064.0 540.0 994.0 1046.0 1000.0 790.0 
32.031 999.0 987.0 1016.0 1004.0 993.0 0.0 1016.0 249.0 795.0 441.0 
33.031 994.0 1012.0 994.0 994.0 1012.0 948.0 1028.0 954.0 954.0 1024.0 
34.031 552.0 790.0 1016.0 941.0 539.0 1010.0 959.0 999.0 1044.0 783.0 
35.033 696.0 441.0 969.0 1062.0 697.0 981.0 981.0 1016.0 0.0 895.0 
36.035 1003.0 1021.0 1021.0 1037.0 800.0 958.0 952.0 968.0 888.0 1073.0 
37.036 941.0 975.0 1032.0 953.0 441.0 1044.0 1062.0 1022.0 1068.0 969.0 
38.036 1064.0 1024.0 960.0 546.0 1058.0 1000.0 1040.0 1034.0 988.0 948.0 
39.036 790.0 1034.0 1006.0 442.0 0.0 994.0 884.0 954.0 1012.0 1052.0 
40.038 952.0 696.0 980.0 958.0 574.0 998.0 1061.0 998.0 992.0 1003.0 
41.038 994.0 1012.0 1006.0 848.0 1134.0 1012.0 552.0 988.0 942.0 954.0 
42.039 1010.0 539.0 295.0 895.0 731.0 295.0 191.0 1022.0 1068.0 1038.0 
43.04 987.0 697.0 953.0 1050.0 953.0 889.0 953.0 1032.0 993.0 959.0 
44.04 1006.0 1012.0 1006.0 1000.0 1052.0 1076.0 1104.0 634.0 994.0 1098.0 
45.04 1000.0 988.0 1040.0 1000.0 1000.0 976.0 698.0 1082.0 1012.0 0.0 
46.04 994.0 1012.0 954.0 936.0 1000.0 1018.0 1000.0 1034.0 982.0 890.0 
47.04 1024.0 982.0 546.0 1070.0 1000.0 994.0 802.0 960.0 552.0 1070.0 
48.042 776.0 952.0 894.0 992.0 940.0 1003.0 888.0 1037.0 958.0 980.0 
49.042 442.0 1104.0 1104.0 948.0 1052.0 994.0 1110.0 692.0 790.0 1012.0 
50.043 1022.0 999.0 941.0 1102.0 557.0 999.0 889.0 1022.0 697.0 545.0 
51.044 1032.0 0.0 959.0 191.0 447.0 999.0 1062.0 1032.0 1010.0 883.0 
52.045 383.0 953.0 1096.0 1016.0 1022.0 993.0 679.0 249.0 935.0 1074.0 
53.046 1080.0 993.0 889.0 993.0 969.0 999.0 1004.0 895.0 1050.0 1038.0 
54.046 784.0 1006.0 1070.0 942.0 1000.0 552.0 1110.0 1104.0 1006.0 948.0 
55.047 947.0 999.0 987.0 1050.0 1056.0 947.0 947.0 941.0 737.0 1004.0 
56.047 1000.0 546.0 1024.0 1000.0 750.0 552.0 942.0 1058.0 1018.0 546.0 
57.047 1012.0 698.0 970.0 1006.0 384.0 250.0 860.0 634.0 1040.0 442.0 
58.048 1038.0 801.0 1022.0 1044.0 1086.0 953.0 941.0 1080.0 691.0 1016.0 
59.048 442.0 0.0 988.0 960.0 976.0 1006.0 896.0 534.0 1018.0 1040.0 
60.048 1018.0 954.0 1006.0 988.0 1050.0 981.0 1160.0 697.0 981.0 697.0 
61.049 981.0 545.0 1004.0 301.0 896.0 1018.0 250.0 1018.0 1012.0 802.0 
62.05 1022.0 633.0 987.0 697.0 1102.0 987.0 959.0 981.0 1016.0 0.0 
63.051 1032.0 1086.0 999.0 999.0 889.0 1050.0 1038.0 1016.0 969.0 953.0 
64.052 959.0 777.0 1004.0 551.0 1086.0 691.0 0.0 783.0 1022.0 1016.0 
65.053 999.0 1150.0 987.0 691.0 521.0 1010.0 703.0 953.0 981.0 1026.0 
66.054 987.0 1044.0 1004.0 1016.0 383.0 987.0 1004.0 1004.0 947.0 953.0 
67.054 1018.0 994.0 1000.0 1040.0 1076.0 960.0 540.0 790.0 1064.0 1046.0 
68.054 982.0 1024.0 936.0 948.0 982.0 1098.0 698.0 960.0 732.0 0.0 
69.054 1012.0 994.0 1076.0 1012.0 1024.0 954.0 1018.0 1040.0 1018.0 698.0 
70.055 987.0 993.0 923.0 993.0 1032.0 1044.0 1032.0 383.0 789.0 1016.0 
71.055 1000.0 1046.0 1076.0 1000.0 954.0 442.0 954.0 1076.0 250.0 784.0 
72.056 1010.0 999.0 1032.0 999.0 1004.0 1022.0 1010.0 981.0 895.0 441.0 
73.056 1006.0 960.0 442.0 936.0 732.0 1034.0 976.0 1024.0 1104.0 1024.0 
74.056 988.0 1000.0 1024.0 1110.0 1018.0 442.0 1000.0 1034.0 960.0 784.0 
75.057 1010.0 993.0 975.0 575.0 539.0 1016.0 557.0 639.0 999.0 953.0 
76.057 918.0 1006.0 1012.0 1140.0 896.0 540.0 960.0 1012.0 994.0 1006.0 
77.057 1082.0 994.0 1046.0 976.0 1058.0 250.0 1040.0 1046.0 1000.0 674.0 
78.057 982.0 1046.0 942.0 954.0 296.0 960.0 1000.0 1006.0 994.0 1070.0 
79.058 1004.0 0.0 1016.0 853.0 889.0 539.0 0.0 999.0 1004.0 1010.0 
80.059 1010.0 999.0 987.0 947.0 1068.0 953.0 499.0 1044.0 1004.0 981.0 
81.06 981.0 0.0 1016.0 1004.0 993.0 1004.0 953.0 0.0 929.0 1004.0 
82.061 1010.0 999.0 929.0 993.0 1016.0 1038.0 999.0 953.0 1062.0 1044.0 
83.062 987.0 953.0 935.0 999.0 969.0 959.0 987.0 1044.0 999.0 441.0 
84.063 1004.0 1004.0 1126.0 1022.0 1022.0 993.0 1004.0 953.0 545.0 1004.0 
85.065 1003.0 986.0 986.0 968.0 1031.0 998.0 800.0 1043.0 690.0 1049.0 
86.065 982.0 1012.0 802.0 1024.0 948.0 942.0 884.0 954.0 1018.0 1000.0 
87.066 1010.0 923.0 249.0 1032.0 301.0 1050.0 1056.0 999.0 981.0 499.0 
88.067 1044.0 1068.0 947.0 895.0 249.0 1010.0 807.0 999.0 1022.0 895.0 
89.068 959.0 795.0 993.0 1056.0 959.0 987.0 947.0 1004.0 917.0 1056.0 
90.069 1038.0 953.0 1010.0 737.0 1038.0 947.0 801.0 1038.0 1080.0 987.0 
91.07 953.0 1044.0 999.0 1016.0 697.0 1062.0 249.0 959.0 975.0 1016.0 
92.071 1044.0 0.0 993.0 1038.0 1010.0 993.0 249.0 1038.0 1022.0 999.0 
93.072 941.0 889.0 1004.0 947.0 1038.0 999.0 953.0 895.0 1032.0 929.0 
94.072 1006.0 1070.0 1046.0 802.0 896.0 296.0 546.0 1064.0 948.0 610.0 
95.074 992.0 992.0 940.0 952.0 1061.0 952.0 952.0 980.0 1009.0 632.0 
96.074 1006.0 1006.0 1018.0 994.0 988.0 796.0 988.0 1024.0 924.0 1012.0 
97.074 1052.0 994.0 1040.0 802.0 1012.0 692.0 750.0 784.0 1076.0 1052.0 
98.074 640.0 796.0 960.0 1000.0 540.0 1024.0 960.0 954.0 540.0 942.0 
99.075 1056.0 691.0 539.0 249.0 953.0 1032.0 1050.0 1004.0 633.0 1062.0 
100.076 993.0 1010.0 697.0 441.0 1044.0 633.0 993.0 993.0 1080.0 935.0 
101.078 940.0 992.0 1049.0 1021.0 888.0 864.0 1009.0 1009.0 782.0 1067.0 
102.078 1116.0 1012.0 750.0 1034.0 1070.0 500.0 540.0 1034.0 250.0 994.0 
103.078 0.0 1040.0 0.0 0.0 290.0 250.0 0.0 500.0 0.0 796.0 
104.079 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
105.08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
