time Optional[local:sl-20000] Optional[local:sl-20001] Optional[local:sl-20002] Optional[local:sl-20003] Optional[local:sl-20004] Optional[local:sl-20005] Optional[local:sl-20006] Optional[local:sl-20007] Optional[local:sl-20008] Optional[local:sl-20009] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.003 64.0 192.0 250.0 128.0 128.0 128.0 128.0 378.0 128.0 128.0 
2.007 320.0 320.0 314.0 384.0 442.0 384.0 384.0 378.0 384.0 384.0 
3.008 1512.0 1396.0 1896.0 1454.0 1192.0 1326.0 1518.0 1756.0 1384.0 1448.0 
4.01 2448.0 2570.0 2646.0 2628.0 2134.0 2262.0 2576.0 2576.0 2390.0 2198.0 
5.011 3262.0 3198.0 3256.0 3006.0 3634.0 3326.0 3448.0 3570.0 3448.0 3134.0 
6.012 4338.0 4396.0 4082.0 4338.0 4512.0 4460.0 4704.0 4204.0 4274.0 4210.0 
7.013 5070.0 5384.0 5198.0 5198.0 5570.0 5320.0 5070.0 5070.0 5070.0 5192.0 
8.013 5954.0 6268.0 6268.0 5762.0 6390.0 5890.0 6076.0 5890.0 6262.0 6210.0 
9.014 7076.0 7274.0 7268.0 7204.0 7274.0 7140.0 6896.0 7012.0 7268.0 7512.0 
10.015 7826.0 7948.0 8512.0 8256.0 8442.0 7948.0 7756.0 8262.0 8390.0 8448.0 
11.016 8954.0 9466.0 9082.0 9448.0 9210.0 9018.0 8646.0 8698.0 9018.0 9198.0 
12.017 9704.0 10140.0 10262.0 10332.0 10140.0 9890.0 10326.0 10082.0 10396.0 10396.0 
13.019 10884.0 11262.0 11262.0 11570.0 11320.0 11012.0 11076.0 11012.0 11442.0 11448.0 
14.019 12018.0 12274.0 12024.0 12268.0 12454.0 11698.0 11826.0 11768.0 12198.0 11884.0 
15.02 12954.0 13314.0 12954.0 13012.0 13442.0 12826.0 13030.0 12954.0 12890.0 12948.0 
16.021 14210.0 14268.0 14146.0 14082.0 14460.0 14012.0 14018.0 14018.0 14082.0 14018.0 
17.021 15012.0 15576.0 15204.0 15460.0 15512.0 15204.0 15210.0 15012.0 14954.0 14948.0 
18.022 16210.0 16134.0 16198.0 16198.0 16262.0 16198.0 16134.0 16088.0 15948.0 15954.0 
19.023 17262.0 17204.0 17076.0 17140.0 17268.0 17140.0 17076.0 17076.0 17076.0 16948.0 
20.023 17948.0 18268.0 18210.0 18262.0 18326.0 18134.0 18076.0 18390.0 17948.0 18262.0 
21.023 19024.0 19384.0 19204.0 19256.0 19390.0 19082.0 19076.0 19198.0 19262.0 19012.0 
22.024 20006.0 20762.0 19826.0 20146.0 20384.0 20320.0 20012.0 19942.0 20198.0 20320.0 
23.025 21134.0 21390.0 21146.0 21384.0 21076.0 20954.0 21140.0 21268.0 21140.0 21326.0 
24.025 22326.0 22210.0 22076.0 21948.0 22076.0 22134.0 21826.0 22134.0 22262.0 22198.0 
25.025 23134.0 23384.0 22762.0 23390.0 23326.0 23012.0 23204.0 23140.0 22948.0 23012.0 
26.025 24012.0 24076.0 24134.0 24076.0 24018.0 24012.0 23948.0 23948.0 24134.0 24140.0 
27.027 25006.0 24826.0 25134.0 25140.0 25262.0 25012.0 24698.0 25204.0 25198.0 24948.0 
28.028 26012.0 25826.0 26134.0 26518.0 26076.0 25634.0 25890.0 26134.0 26076.0 25896.0 
29.028 26954.0 26576.0 26826.0 27134.0 26948.0 26948.0 26692.0 27204.0 27018.0 26820.0 
30.029 27948.0 27582.0 27838.0 28082.0 27890.0 27762.0 28274.0 28326.0 28204.0 28018.0 
31.029 29082.0 28704.0 29012.0 29140.0 29140.0 29140.0 29256.0 29018.0 28954.0 28698.0 
32.03 29820.0 29576.0 29954.0 29692.0 29890.0 29896.0 29954.0 29890.0 30018.0 29954.0 
33.03 30838.0 30768.0 31140.0 31152.0 30640.0 30896.0 30896.0 31018.0 31012.0 31198.0 
34.031 31762.0 32146.0 32262.0 31756.0 31710.0 31954.0 31704.0 32076.0 31762.0 32082.0 
35.032 32704.0 32698.0 32698.0 32762.0 32512.0 32890.0 32890.0 33076.0 32832.0 32890.0 
36.034 33966.0 33646.0 34018.0 33896.0 33466.0 33768.0 33768.0 34012.0 34076.0 34082.0 
37.035 34890.0 34774.0 34954.0 34698.0 34518.0 35140.0 35140.0 35134.0 34884.0 35082.0 
38.035 35890.0 35762.0 35826.0 36076.0 35762.0 36134.0 36204.0 36012.0 36076.0 36140.0 
39.035 36640.0 36826.0 37256.0 36884.0 36768.0 36762.0 36820.0 37256.0 36762.0 37076.0 
40.037 37634.0 37704.0 37942.0 38082.0 37826.0 37704.0 37832.0 38204.0 37960.0 38390.0 
41.037 39268.0 38896.0 39082.0 39204.0 38640.0 38704.0 39076.0 38896.0 39076.0 38890.0 
42.038 39948.0 39704.0 39762.0 39954.0 39390.0 39896.0 39698.0 39890.0 39948.0 39634.0 
43.039 40832.0 40518.0 40896.0 40960.0 40762.0 41076.0 40768.0 40908.0 40826.0 40762.0 
44.039 42076.0 41826.0 41826.0 42082.0 41890.0 41954.0 41710.0 41948.0 42332.0 41646.0 
45.039 42948.0 42646.0 42826.0 42762.0 43018.0 42890.0 42634.0 43198.0 43262.0 42896.0 
46.039 44140.0 43954.0 43954.0 44326.0 43832.0 43948.0 43960.0 43948.0 43896.0 43948.0 
47.039 45326.0 44768.0 45140.0 45390.0 44570.0 44762.0 45198.0 44948.0 44832.0 44954.0 
48.041 46076.0 45704.0 46320.0 46140.0 45954.0 46146.0 46076.0 46018.0 45890.0 46024.0 
49.041 47134.0 46954.0 47140.0 47192.0 46762.0 47506.0 47070.0 47128.0 46890.0 46820.0 
50.042 48326.0 47640.0 48262.0 48198.0 47890.0 48320.0 47948.0 48140.0 47820.0 47832.0 
51.043 48948.0 48704.0 49320.0 49070.0 48884.0 49076.0 48640.0 48838.0 48826.0 48698.0 
52.044 50024.0 49710.0 50140.0 49826.0 49692.0 50006.0 49710.0 49704.0 50076.0 49518.0 
53.045 50948.0 50460.0 51018.0 51326.0 50890.0 51146.0 51082.0 50884.0 50826.0 50768.0 
54.045 52018.0 51826.0 52128.0 51878.0 52070.0 52076.0 51826.0 51948.0 52076.0 52018.0 
55.046 53140.0 52756.0 53140.0 53076.0 53134.0 53384.0 52762.0 53012.0 53320.0 52762.0 
56.046 54134.0 53948.0 54198.0 54262.0 53890.0 54012.0 53634.0 53954.0 53762.0 54140.0 
57.046 54942.0 54948.0 54826.0 55134.0 54884.0 54634.0 54506.0 54878.0 54576.0 54890.0 
58.047 56390.0 55890.0 55512.0 56076.0 56076.0 55832.0 55646.0 55890.0 55582.0 56018.0 
59.047 57198.0 56832.0 56768.0 56826.0 56634.0 56454.0 57076.0 57018.0 56454.0 56518.0 
60.048 58134.0 57826.0 57826.0 57890.0 58012.0 57890.0 57384.0 58198.0 57640.0 57518.0 
61.048 58890.0 58832.0 58826.0 58960.0 58762.0 58826.0 58198.0 59076.0 58390.0 58384.0 
62.049 59954.0 59768.0 59640.0 59762.0 59646.0 59762.0 58948.0 60326.0 59402.0 59332.0 
63.05 61070.0 60634.0 60448.0 61018.0 60698.0 60896.0 60268.0 61012.0 60640.0 60896.0 
64.051 61960.0 61774.0 62076.0 61832.0 61448.0 61640.0 60960.0 61774.0 61582.0 61454.0 
65.052 63390.0 62698.0 62948.0 62704.0 62588.0 62582.0 62268.0 62762.0 62192.0 62390.0 
66.053 64082.0 63890.0 63838.0 63640.0 63640.0 63582.0 63076.0 63960.0 63646.0 63512.0 
67.053 65454.0 64948.0 65018.0 64884.0 64646.0 64640.0 64448.0 64942.0 64268.0 64146.0 
