time Optional[local:sl-20000] Optional[local:sl-20001] Optional[local:sl-20002] Optional[local:sl-20003] Optional[local:sl-20004] Optional[local:sl-20005] Optional[local:sl-20006] Optional[local:sl-20007] Optional[local:sl-20008] Optional[local:sl-20009] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.004 0.0 0.0 698.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.008 0.0 0.0 1716.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.009 942.0 1204.0 2750.0 1204.0 1204.0 442.0 1146.0 1134.0 954.0 954.0 
4.011 1960.0 1948.0 2750.0 2250.0 2210.0 1460.0 2192.0 2198.0 1500.0 2000.0 
5.012 2750.0 2954.0 3704.0 3204.0 2942.0 2000.0 3140.0 3192.0 2000.0 2442.0 
6.013 3698.0 3954.0 4750.0 4210.0 3966.0 2896.0 4158.0 4216.0 2250.0 3460.0 
7.014 4500.0 4948.0 5000.0 5250.0 4942.0 3960.0 5134.0 5000.0 2250.0 4192.0 
8.014 4884.0 5750.0 5960.0 6146.0 5966.0 4692.0 6216.0 5442.0 3460.0 4500.0 
9.015 5960.0 6442.0 6960.0 7210.0 7000.0 5716.0 7000.0 6466.0 4500.0 5716.0 
10.016 6750.0 7448.0 7896.0 8198.0 7896.0 6500.0 7698.0 7250.0 5442.0 6750.0 
11.017 7134.0 8000.0 8972.0 9216.0 8954.0 6942.0 8704.0 8210.0 6460.0 7192.0 
12.018 8216.0 8884.0 10000.0 10192.0 9890.0 7966.0 9646.0 9210.0 7500.0 8210.0 
13.02 9000.0 10000.0 10750.0 11216.0 10960.0 8750.0 10750.0 10250.0 8454.0 9192.0 
14.02 9640.0 10250.0 10750.0 12198.0 11960.0 9192.0 11704.0 11204.0 9460.0 10088.0 
15.021 10652.0 11140.0 11384.0 13134.0 12948.0 10204.0 12698.0 12198.0 9750.0 11250.0 
16.022 11500.0 12210.0 12460.0 14216.0 13966.0 11198.0 13698.0 13204.0 10966.0 11942.0 
17.022 12460.0 13204.0 13250.0 15250.0 14960.0 12198.0 14698.0 14222.0 12000.0 12902.0 
18.023 13500.0 14204.0 14146.0 16210.0 15960.0 13204.0 15250.0 14750.0 12384.0 13750.0 
19.024 13884.0 15134.0 15250.0 17250.0 16948.0 14204.0 16454.0 15966.0 13466.0 13750.0 
20.024 14902.0 16198.0 15948.0 18140.0 17942.0 15198.0 17396.0 17000.0 14500.0 14646.0 
21.024 15750.0 16500.0 16960.0 19210.0 18750.0 16204.0 18442.0 17942.0 15460.0 15704.0 
22.025 16000.0 17454.0 17500.0 20192.0 20000.0 17198.0 19500.0 18960.0 16460.0 16698.0 
23.025 16954.0 18448.0 17942.0 21146.0 20750.0 18204.0 20442.0 19948.0 17454.0 17710.0 
24.026 18000.0 18750.0 18954.0 22210.0 21000.0 18750.0 21460.0 20948.0 18454.0 18698.0 
25.026 18942.0 19954.0 19500.0 23204.0 22198.0 19698.0 22500.0 21704.0 19198.0 19698.0 
26.026 19954.0 20750.0 20454.0 23960.0 23000.0 20500.0 23198.0 22000.0 20216.0 20500.0 
27.028 21000.0 21750.0 21460.0 25000.0 23692.0 21198.0 24216.0 22500.0 21198.0 21460.0 
28.029 21948.0 22750.0 22442.0 25832.0 24652.0 22000.0 24750.0 23460.0 22146.0 22250.0 
29.029 22250.0 23250.0 23466.0 26966.0 25750.0 22442.0 25704.0 24442.0 23198.0 22692.0 
30.03 23198.0 24198.0 24500.0 27890.0 26640.0 23460.0 26710.0 25454.0 24204.0 23710.0 
31.03 24204.0 25210.0 25192.0 28954.0 27704.0 24000.0 27704.0 26500.0 25204.0 24500.0 
32.031 25204.0 26198.0 26210.0 29960.0 28698.0 24000.0 28722.0 26750.0 26000.0 24942.0 
33.031 26198.0 27210.0 27204.0 30954.0 29710.0 24948.0 29750.0 27704.0 26954.0 25966.0 
34.032 26750.0 28000.0 28222.0 31896.0 30250.0 25960.0 30710.0 28704.0 28000.0 26750.0 
