time Optional[local:sl-20000] Optional[local:sl-20001] Optional[local:sl-20002] Optional[local:sl-20003] Optional[local:sl-20004] Optional[local:sl-20005] Optional[local:sl-20006] Optional[local:sl-20007] Optional[local:sl-20008] Optional[local:sl-20009] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.009 0.0 0.0 0.0025 0.0 0.0 0.0 0.0 0.0025 0.0 0.0 
2.01 0.0 0.0 0.0025 0.0 0.0025 0.0 0.0 0.0025 0.0 0.0 
3.013 0.01 0.005 0.01 0.0075 0.01 0.0075 0.0075 0.015 0.01 0.01 
4.015 0.02 0.0225 0.0175 0.025 0.0175 0.0175 0.02 0.02 0.0175 0.0175 
5.016 0.0275 0.0275 0.03 0.0275 0.0325 0.0275 0.03 0.0325 0.03 0.0275 
6.018 0.0325 0.035 0.0325 0.0325 0.04 0.035 0.04 0.035 0.0325 0.0325 
7.019 0.0475 0.05 0.0475 0.0475 0.0525 0.05 0.0475 0.0475 0.0475 0.05 
8.019 0.0525 0.055 0.055 0.0525 0.0575 0.0525 0.055 0.0525 0.0575 0.0525 
9.02 0.065 0.0625 0.065 0.065 0.0625 0.065 0.06 0.065 0.065 0.07 
10.021 0.0725 0.075 0.08 0.08 0.0825 0.075 0.075 0.0775 0.0775 0.08 
11.022 0.0825 0.0825 0.0825 0.09 0.0825 0.0825 0.0775 0.0825 0.0825 0.0875 
12.023 0.09 0.095 0.0975 0.095 0.095 0.0925 0.0975 0.0925 0.095 0.095 
13.024 0.105 0.1075 0.1075 0.1125 0.11 0.105 0.105 0.105 0.1125 0.11 
14.025 0.1125 0.1125 0.11 0.115 0.1175 0.1125 0.1125 0.11 0.1175 0.115 
15.026 0.1225 0.1325 0.1225 0.125 0.1325 0.1225 0.1175 0.1225 0.1225 0.125 
16.026 0.1325 0.135 0.1325 0.1325 0.135 0.135 0.1325 0.1325 0.1325 0.1325 
17.027 0.145 0.15 0.145 0.145 0.15 0.145 0.1425 0.145 0.1425 0.145 
18.028 0.1525 0.1575 0.1575 0.1575 0.1575 0.1575 0.1575 0.15 0.155 0.1525 
19.029 0.1675 0.165 0.165 0.165 0.165 0.165 0.165 0.165 0.165 0.165 
20.029 0.175 0.175 0.1725 0.1775 0.1775 0.1775 0.175 0.1775 0.175 0.1775 
21.029 0.18 0.19 0.185 0.19 0.1875 0.1825 0.185 0.1875 0.1875 0.185 
22.03 0.1975 0.2025 0.1925 0.1925 0.2 0.2 0.195 0.1975 0.1975 0.2 
23.03 0.2075 0.2075 0.2025 0.21 0.205 0.2025 0.205 0.205 0.205 0.2075 
24.031 0.2175 0.2125 0.215 0.215 0.215 0.2175 0.2125 0.2175 0.2175 0.2175 
25.031 0.2275 0.23 0.2225 0.2275 0.2275 0.225 0.225 0.225 0.225 0.225 
26.031 0.235 0.235 0.2375 0.235 0.2325 0.235 0.235 0.235 0.2375 0.235 
27.033 0.2475 0.2425 0.2475 0.245 0.2475 0.245 0.2425 0.245 0.2475 0.245 
28.033 0.255 0.2525 0.2575 0.2575 0.255 0.2525 0.2525 0.2575 0.255 0.25 
29.034 0.2625 0.26 0.2625 0.2675 0.265 0.265 0.265 0.265 0.2625 0.265 
30.035 0.275 0.2675 0.2675 0.2725 0.2725 0.2725 0.2725 0.2775 0.275 0.2725 
