time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           71.0                          0.0                           0.0                           0.0                           0.0                           
1.001                         278.0                         63.0                          63.0                          95.0                          0.0                           
2.002                         252.0                         281.0                         281.0                         249.0                         63.0                          
3.002                         247.0                         61.0                          221.0                         221.0                         282.0                         
4.004                         28.0                          252.0                         182.0                         278.0                         28.0                          
5.006                         0.0                           89.0                          0.0                           249.0                         0.0                           
6.006                         0.0                           0.0                           0.0                           28.0                          0.0                           
7.007                         0.0                           0.0                           0.0                           0.0                           0.0                           
8.008                         0.0                           0.0                           0.0                           0.0                           0.0                           
