time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           13.0                          46.0                          15.0                          15.0                          
1.0                           221.0                         61.0                          157.0                         63.0                          
2.001                         217.0                         313.0                         252.0                         346.0                         
3.002                         345.0                         153.0                         313.0                         217.0                         
4.003                         153.0                         220.0                         243.0                         153.0                         
5.005                         28.0                          124.0                         0.0                           185.0                         
6.006                         0.0                           28.0                          0.0                           0.0                           
7.006                         0.0                           0.0                           0.0                           0.0                           
8.007                         0.0                           0.0                           0.0                           0.0                           
