time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           0.02                          0.01                          0.02                          0.02                          0.07                          0.09                          0.05                          0.06                          0.04                          0.04                          
1.003                         0.13                          0.15                          0.13                          0.12                          0.16                          0.13                          0.11                          0.12                          0.14                          0.13                          
2.005                         0.24                          0.22                          0.22                          0.24                          0.23                          0.21                          0.21                          0.23                          0.2                           0.2                           
3.006                         0.32                          0.3                           0.3                           0.31                          0.3                           0.28                          0.29                          0.29                          0.29                          0.29                          
4.007                         0.42                          0.41                          0.42                          0.42                          0.41                          0.4                           0.42                          0.42                          0.41                          0.42                          
5.008                         0.51                          0.51                          0.51                          0.52                          0.5                           0.51                          0.52                          0.52                          0.49                          0.51                          
6.009                         0.6                           0.61                          0.61                          0.62                          0.62                          0.61                          0.62                          0.62                          0.62                          0.62                          
7.01                          0.71                          0.71                          0.7                           0.71                          0.7                           0.69                          0.69                          0.71                          0.7                           0.7                           
8.011                         0.82                          0.83                          0.81                          0.81                          0.83                          0.82                          0.8                           0.81                          0.82                          0.81                          
9.011                         0.91                          0.91                          0.92                          0.93                          0.93                          0.91                          0.94                          0.94                          0.93                          0.93                          
10.012                        1.0                           1.0                           0.99                          0.99                          1.0                           0.99                          0.99                          1.0                           0.99                          1.0                           
11.013                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
12.013                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
13.015                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
