time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           456.0                         388.0                         424.0                         392.0                         796.0                         900.0                         756.0                         824.0                         592.0                         688.0                         
1.002                         1428.0                        1564.0                        1332.0                        1360.0                        1728.0                        1556.0                        1516.0                        1424.0                        1592.0                        1556.0                        
2.003                         2528.0                        2296.0                        2360.0                        2464.0                        2364.0                        2196.0                        2292.0                        2428.0                        2160.0                        2256.0                        
3.004                         3296.0                        3160.0                        3096.0                        3196.0                        3160.0                        2992.0                        3156.0                        3188.0                        3060.0                        3156.0                        
4.005                         4296.0                        4164.0                        4232.0                        4232.0                        4196.0                        4128.0                        4296.0                        4296.0                        4196.0                        4296.0                        
5.007                         5260.0                        5260.0                        5196.0                        5232.0                        5224.0                        5292.0                        5296.0                        5296.0                        5060.0                        5196.0                        
6.008                         6160.0                        6260.0                        6228.0                        6264.0                        6360.0                        6228.0                        6328.0                        6328.0                        6328.0                        6200.0                        
7.009                         7292.0                        7420.0                        7352.0                        7292.0                        7288.0                        7092.0                        7188.0                        7324.0                        7352.0                        7192.0                        
8.009                         8424.0                        8460.0                        8260.0                        8324.0                        8428.0                        8360.0                        8320.0                        8292.0                        8200.0                        8196.0                        
9.01                          9292.0                        9228.0                        9424.0                        9524.0                        9524.0                        9228.0                        9464.0                        9528.0                        9428.0                        9524.0                        
10.01                         10000.0                       10000.0                       9964.0                        9964.0                        10000.0                       9900.0                        9996.0                        10000.0                       9964.0                        10000.0                       
11.011                        10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       
12.012                        10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       
13.013                        10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       
