time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           210.0                         185.0                         205.0                         190.0                         389.0                         442.0                         373.0                         407.0                         293.0                         341.0                         
1.002                         970.0                         1173.0                        906.0                         966.0                         930.0                         654.0                         758.0                         598.0                         998.0                         866.0                         
2.003                         1098.0                        731.0                         1026.0                        1102.0                        635.0                         639.0                         775.0                         1002.0                        567.0                         699.0                         
3.004                         767.0                         863.0                         735.0                         731.0                         795.0                         795.0                         863.0                         759.0                         899.0                         899.0                         
4.005                         999.0                         1002.0                        1134.0                        1034.0                        1034.0                        1134.0                        1138.0                        1106.0                        1134.0                        1138.0                        
5.007                         962.0                         1093.0                        962.0                         998.0                         1025.0                        1161.0                        998.0                         998.0                         862.0                         898.0                         
6.008                         899.0                         999.0                         1030.0                        1030.0                        1134.0                        935.0                         1030.0                        1030.0                        1266.0                        1002.0                        
7.009                         1130.0                        1158.0                        1122.0                        1026.0                        927.0                         863.0                         859.0                         995.0                         1022.0                        991.0                         
8.009                         1132.0                        1040.0                        908.0                         1032.0                        1140.0                        1268.0                        1132.0                        968.0                         848.0                         1004.0                        
9.01                          867.0                         767.0                         1162.0                        1198.0                        1094.0                        867.0                         1142.0                        1234.0                        1226.0                        1326.0                        
10.01                         708.0                         772.0                         540.0                         440.0                         476.0                         672.0                         532.0                         472.0                         536.0                         476.0                         
11.011                        0.0                           0.0                           35.0                          35.0                          0.0                           99.0                          3.0                           0.0                           35.0                          0.0                           
12.012                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
13.013                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
