time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           1000.0                        500.0                         300.0                         500.0                         856.0                         588.0                         588.0                         488.0                         452.0                         456.0                         488.0                         
1.002                         2000.0                        1256.0                        788.0                         1056.0                        1656.0                        1556.0                        1396.0                        1300.0                        1492.0                        1356.0                        1200.0                        
2.003                         2980.0                        1600.0                        1600.0                        2088.0                        2660.0                        2552.0                        2364.0                        1900.0                        1600.0                        2400.0                        1600.0                        
3.004                         4000.0                        2596.0                        2700.0                        3088.0                        3676.0                        3000.0                        2700.0                        2800.0                        2500.0                        2400.0                        2000.0                        
4.005                         5000.0                        3600.0                        3800.0                        4100.0                        4700.0                        4232.0                        3100.0                        3600.0                        3700.0                        3300.0                        3200.0                        
5.007                         6000.0                        4588.0                        4800.0                        5000.0                        5700.0                        5100.0                        3700.0                        4500.0                        4724.0                        4100.0                        4100.0                        
6.008                         6972.0                        5300.0                        5800.0                        6100.0                        6692.0                        5700.0                        4800.0                        5500.0                        5400.0                        5200.0                        5220.0                        
7.009                         7976.0                        6100.0                        6588.0                        7028.0                        7688.0                        6856.0                        5544.0                        6400.0                        6300.0                        6100.0                        6212.0                        
8.009                         8980.0                        7000.0                        7596.0                        7832.0                        8600.0                        7892.0                        6540.0                        7300.0                        7300.0                        7324.0                        6900.0                        
9.01                          10000.0                       8132.0                        8592.0                        8828.0                        9696.0                        8852.0                        7520.0                        8532.0                        8088.0                        8324.0                        7600.0                        
10.01                         10000.0                       8900.0                        9588.0                        9200.0                        10500.0                       9700.0                        7700.0                        9200.0                        8500.0                        8700.0                        7800.0                        
11.011                        10000.0                       8900.0                        9800.0                        9200.0                        10500.0                       9700.0                        7700.0                        9200.0                        8500.0                        8700.0                        7800.0                        
12.012                        10000.0                       8900.0                        9800.0                        9200.0                        10500.0                       9700.0                        7700.0                        9200.0                        8500.0                        8700.0                        7800.0                        
13.013                        10000.0                       8900.0                        9800.0                        9200.0                        10500.0                       9700.0                        7700.0                        9200.0                        8500.0                        8700.0                        7800.0                        
