time mean min max stdev confval
0 51.2 0.0 512.0 161.90861620062103 84.48
1 51.2 0.0 512.0 161.90861620062103 84.48
2 102.4 0.0 512.0 215.8781549341614 112.64000000000001
3 204.8 0.0 512.0 264.395663101093 137.9552623135486
4 307.2 0.0 512.0 264.395663101093 137.9552623135486
5 358.4 0.0 512.0 247.31949646829975 129.04533156995643
6 409.6 0.0 512.0 215.87815493416136 112.63999999999999
7 563.2 512.0 1024.0 161.90861620062103 84.48
8 716.8 512.0 1024.0 264.39566310109296 137.95526231354856
9 716.8 512.0 1024.0 264.39566310109296 137.95526231354856
10 972.8 512.0 1536.0 290.6348606451439 151.6462409689076
11 1075.2 512.0 1536.0 290.6348606451439 151.6462409689076
12 1126.4 1024.0 1536.0 215.87815493416136 112.63999999999999
13 1177.6 1024.0 1536.0 247.31949646829975 129.04533156995643
14 1280.0 1024.0 1536.0 269.8476936677017 140.79999999999998
15 1280.0 1024.0 1536.0 269.8476936677017 140.79999999999998
16 1484.8 1024.0 1536.0 161.90861620062103 84.48
17 1689.6 1536.0 2048.0 247.31949646829975 129.04533156995643
18 1792.0 1536.0 2048.0 269.8476936677017 140.79999999999998
19 1792.0 1536.0 2048.0 269.8476936677017 140.79999999999998
20 1882.4 1536.0 2500.0 400.70693086649305 209.07918499936812
21 2132.4 1536.0 3012.0 507.19779179330027 264.64354063532323
22 2280.0 1536.0 3012.0 477.55674473767453 249.17755918220243
23 2632.4 1536.0 3524.0 558.1826065206817 291.2461838376599
24 3240.8 2560.0 4036.0 411.8545590105538 214.89574774759967
25 3900.4 3072.0 4548.0 523.3174519883275 273.05438945382286
26 4412.4 3584.0 5572.0 669.7938654707299 349.4822393198258
27 5328.0 4096.0 6084.0 534.784691877644 279.0377178805761
28 5885.2 5060.0 6596.0 644.7436699960691 336.4116531869846
29 6755.6 5632.0 7620.0 715.4434832869595 373.30110581138115
30 7933.2 6596.0 9156.0 729.5223399214342 380.6471126910067
31 8951.2 8132.0 9668.0 600.9793488779609 313.57648891458683
32 9924.0 9156.0 10692.0 435.1163318265843 227.03317819208715
33 10896.8 9668.0 11716.0 647.6344648024841 337.92
34 12125.6 11204.0 12740.0 470.4955307380129 245.49318850021072
35 13405.6 12740.0 14276.0 593.6649260689437 309.75999999999993
36 14327.2 12740.0 15300.0 741.9584894048992 387.1359947098693
37 15646.4 14788.0 16324.0 638.1506614167744 332.97158076929026
38 16613.2 15812.0 18252.0 777.7758603150968 405.8246325692909
39 17658.4 16716.0 18372.0 760.8794911153802 397.0085157776845
40 19107.2 18252.0 19908.0 621.4071486911334 324.2352207888587
41 20161.6 18824.0 22288.0 1061.7540204774361 553.9975682257098
42 21541.2 20240.0 22800.0 858.7330202105891 448.066120567043
43 22478.0 21144.0 24216.0 870.8396969464459 454.3830916748553
44 23755.2 21144.0 24728.0 1027.5750094275356 536.1637869159013
45 24725.2 22680.0 25632.0 854.9756071894034 446.105593329651
46 25598.8 24216.0 26596.0 821.1905720084441 428.4773790995272
47 26671.2 25240.0 27620.0 758.4634760121573 395.74789753073856
48 27306.8 25692.0 28524.0 878.2225483580141 458.23528497923417
49 28108.0 27108.0 29608.0 958.8474562955489 500.30341194119393
50 29096.0 28012.0 30572.0 777.069137493212 405.4558816936806
51 29954.4 29036.0 31084.0 592.7748682631918 309.29558936396097
52 31011.6 29548.0 32168.0 834.2820199961695 435.3081800288159
53 31927.2 31084.0 32680.0 640.9626094138929 334.4387872242093
54 33092.8 31656.0 34156.0 759.36066676002 396.216029963453
55 33906.0 33132.0 34668.0 494.49682618911834 258.01648396953243
56 34258.4 33132.0 35180.0 674.0793227308885 351.71828726979777
57 35077.6 33644.0 36716.0 928.5270533963396 484.48295903984064
58 36505.2 35180.0 37740.0 814.6962351426178 425.0887911954395
59 37926.8 36144.0 39276.0 1141.1729638110664 595.436452024899
60 39143.6 38192.0 40300.0 690.407802196161 360.23809293299337
61 40161.6 39156.0 41836.0 954.1193962089976 497.8364245412342
62 41206.8 39728.0 43824.0 1215.3273724483547 634.1284289479536
63 42348.4 40180.0 44728.0 1655.8791689680204 863.997701154349
64 43655.6 42168.0 45240.0 1191.4666219039084 621.6784664116973
65 44682.8 42168.0 46716.0 1518.0291901746232 792.0709162694966
66 45812.4 43704.0 47620.0 1457.2832562301978 760.3751571428407
67 46716.0 44728.0 48192.0 1298.845983513399 677.706420214535
68 47761.2 45752.0 49728.0 1354.0077793966573 706.4885111592403
69 48550.4 46656.0 50632.0 1320.2049672515082 688.8510213391571
70 49430.0 47168.0 51144.0 1313.2774945828387 685.2364336489997
71 50451.2 48644.0 51656.0 1080.0704503770935 563.5546383448547
72 51306.8 49608.0 52620.0 1088.986562512749 568.2068500115076
73 52141.2 50572.0 53584.0 1018.2006787574943 531.2724879005123
74 52891.2 50632.0 54608.0 1175.027262095083 613.1008060669958
75 53975.6 52108.0 56084.0 1015.9150445671025 530.0798992604794
76 54885.2 52108.0 56084.0 1080.9823515878713 564.0304463413299
77 55698.4 53132.0 57108.0 1123.857167674493 586.4014884019309
78 56403.2 54156.0 57168.0 939.7622394343512 490.3452073794542
79 57376.0 54668.0 59668.0 1511.7977524935154 788.8195028014962
80 58291.6 56144.0 60180.0 1382.3026843318764 721.2521082118235
81 59264.4 56656.0 60752.0 1459.416565313383 761.4882662260792
82 60288.4 57168.0 62288.0 1593.0085582528009 831.1933370762785
83 61107.6 58192.0 63824.0 1577.6499541336088 823.1795889111925
84 62176.8 59216.0 64788.0 1650.4553445775032 861.1676807683855
85 63047.2 60240.0 65812.0 1540.6385977538305 803.8679583115625
86 64167.6 60240.0 66324.0 1898.3009479239295 990.4875221828894
87 65583.2 62288.0 66836.0 1526.5226132910343 796.502579029095
88 66724.8 63764.0 68824.0 1496.0912628134245 780.6242363647186
89 67899.6 65240.0 70240.0 1461.2888679366429 762.4651884512497
90 69068.4 65240.0 71656.0 2076.4982917295056 1083.4665862868128
91 70261.2 65752.0 73132.0 2152.78056888708 1123.2688335389707
92 71044.4 66716.0 73644.0 1981.9375032191774 1034.1270538961833
93 72430.0 69216.0 75120.0 1656.7183090542446 864.435544155838
94 73354.8 71204.0 75120.0 1132.925495245728 591.1331224013758
95 74114.0 72168.0 75572.0 1050.5706385896508 548.1623500387453
96 74870.0 73132.0 76596.0 1040.8752727072217 543.1035426141132
97 75722.4 73644.0 77620.0 1259.8090860655568 657.3379112754717
98 76677.2 74668.0 78584.0 1223.0556269715073 638.1608452420126
99 77671.2 76596.0 79156.0 1010.8298900738278 527.4265886358024
100 78716.4 77108.0 81084.0 1214.5231528830107 633.7088066296695
101 79791.6 78132.0 81596.0 1197.8268470674532 624.9970780731699
102 80354.8 78644.0 82680.0 1444.9003656538628 753.9140643335948
103 81475.2 79668.0 83192.0 1384.2797405149004 722.2836883109018
104 82936.0 81204.0 85692.0 1578.4177731724471 823.5802183151316
105 83948.0 82168.0 86264.0 1475.076495191577 769.6592388843258
106 84851.6 83132.0 86776.0 1455.3801488881788 759.3821617604669
107 85908.8 83644.0 88764.0 1740.4661444567084 908.1331391376486
108 86562.4 84156.0 90300.0 1901.2297306977105 992.0156901984967
109 87529.2 85692.0 90752.0 1748.0829372645783 912.1073974044941
110 88643.6 86204.0 91776.0 1977.1345820544325 1031.6210057962176
111 89791.2 86656.0 92800.0 2002.3264691075951 1044.7655231677584
112 90978.0 87168.0 95180.0 2466.8160315137675 1287.1249426531986
113 91836.4 88704.0 95180.0 2123.234806714614 1107.8525694333157
114 92926.8 90240.0 96596.0 2082.410611660331 1086.5514918309207
115 94107.6 91776.0 96596.0 1676.4740247184134 874.7435987762354
116 95083.6 92740.0 97108.0 1583.7793898000932 826.3777801949904
117 96047.6 94096.0 98072.0 1374.9226402480492 717.4013797031616
118 97029.6 95572.0 99036.0 1024.012499923707 534.3049556199156
119 97749.6 96084.0 99036.0 894.1651848387846 466.553767105143
120 98219.6 96084.0 99036.0 953.5700405435472 497.5497840417579
121 98644.4 97048.0 99548.0 694.3158423144966 362.27721374660035
122 98894.4 97048.0 99548.0 783.7804681300895 408.95769169927587
123 99048.0 97560.0 99548.0 622.8479393524198 324.98699050885097
124 99343.2 98072.0 100000.0 567.2884431907438 295.99738917767496
125 99530.0 99036.0 100000.0 393.8561497128954 205.50461308690856
126 99620.4 99036.0 100000.0 441.6552702932206 230.44503813274
127 99671.6 99036.0 100000.0 393.42349249179875 205.2788630132191
128 99909.6 99548.0 100000.0 190.57993365281433 99.43999999999998
129 100000.0 100000.0 100000.0 0.0 0.0
130 100000.0 100000.0 100000.0 0.0 0.0
131 100000.0 100000.0 100000.0 0.0 0.0
