time Optional[local:sl-0] Optional[local:sl-1] Optional[local:sl-2] Optional[local:sl-3] Optional[local:sl-4] Optional[local:sl-5] Optional[local:sl-6] Optional[local:sl-7] Optional[local:sl-8] Optional[local:sl-9] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.004 348.0 398.0 746.0 248.0 149.0 696.0 149.0 447.0 248.0 248.0 
2.047 719.0 1199.0 815.0 1103.0 1151.0 911.0 1007.0 1103.0 1103.0 1199.0 
3.057 1237.0 990.0 1089.0 841.0 792.0 1039.0 1039.0 990.0 742.0 990.0 
4.059 998.0 748.0 499.0 1147.0 848.0 998.0 1097.0 998.0 848.0 998.0 
5.061 998.0 848.0 1147.0 848.0 848.0 598.0 998.0 998.0 1047.0 948.0 
6.062 999.0 798.0 998.0 1047.0 698.0 1047.0 798.0 998.0 848.0 998.0 
7.063 999.0 1050.0 900.0 600.0 700.0 850.0 900.0 800.0 1200.0 900.0 
8.064 799.0 599.0 999.0 899.0 399.0 749.0 999.0 1198.0 949.0 999.0 
9.065 849.0 899.0 749.0 699.0 949.0 848.0 998.0 998.0 848.0 798.0 
10.07 746.0 895.0 845.0 796.0 1243.0 1245.0 348.0 996.0 846.0 1045.0 
11.07 1150.0 1050.0 1000.0 1150.0 950.0 750.0 1000.0 950.0 750.0 450.0 
12.071 649.0 599.0 999.0 849.0 799.0 999.0 799.0 749.0 1098.0 999.0 
13.073 998.0 898.0 1097.0 1047.0 998.0 1147.0 748.0 998.0 998.0 399.0 
14.075 998.0 598.0 998.0 798.0 998.0 948.0 848.0 998.0 998.0 1097.0 
15.076 999.0 999.0 799.0 449.0 749.0 649.0 1048.0 999.0 999.0 899.0 
16.077 999.0 699.0 849.0 849.0 999.0 699.0 999.0 999.0 999.0 949.0 
17.078 949.0 749.0 999.0 849.0 999.0 749.0 599.0 849.0 999.0 1048.0 
18.078 900.0 1050.0 950.0 850.0 450.0 700.0 1050.0 1150.0 1000.0 700.0 
19.079 899.0 799.0 749.0 949.0 799.0 749.0 999.0 999.0 849.0 1048.0 
20.08 1048.0 1098.0 999.0 799.0 799.0 999.0 899.0 999.0 849.0 999.0 
21.081 899.0 549.0 649.0 899.0 799.0 899.0 599.0 999.0 1248.0 999.0 
22.082 949.0 899.0 749.0 849.0 949.0 999.0 1248.0 999.0 999.0 999.0 
23.082 700.0 1000.0 850.0 850.0 800.0 800.0 850.0 1000.0 950.0 1000.0 
24.083 1098.0 999.0 949.0 799.0 799.0 799.0 799.0 999.0 999.0 749.0 
25.085 948.0 998.0 998.0 798.0 648.0 998.0 698.0 948.0 998.0 998.0 
26.085 1000.0 850.0 1000.0 650.0 750.0 1000.0 900.0 650.0 1000.0 1000.0 
27.085 1000.0 800.0 1000.0 700.0 1000.0 950.0 1050.0 1100.0 1000.0 800.0 
28.086 799.0 799.0 999.0 999.0 649.0 699.0 799.0 1098.0 749.0 599.0 
29.086 750.0 1000.0 800.0 1000.0 850.0 1000.0 750.0 950.0 1000.0 950.0 
30.087 999.0 999.0 949.0 599.0 799.0 549.0 999.0 949.0 999.0 999.0 
31.089 998.0 998.0 998.0 548.0 898.0 748.0 848.0 648.0 748.0 998.0 
32.09 999.0 999.0 999.0 999.0 899.0 999.0 999.0 699.0 699.0 899.0 
33.091 899.0 999.0 949.0 799.0 999.0 999.0 999.0 649.0 899.0 949.0 
34.092 1098.0 899.0 999.0 999.0 999.0 799.0 899.0 549.0 999.0 999.0 
35.092 1000.0 700.0 1000.0 950.0 800.0 600.0 950.0 1050.0 1000.0 650.0 
36.092 850.0 1000.0 1000.0 1000.0 600.0 500.0 1000.0 1000.0 1000.0 1000.0 
37.092 1150.0 900.0 1000.0 1000.0 1000.0 700.0 700.0 700.0 850.0 1000.0 
38.093 849.0 999.0 999.0 849.0 999.0 899.0 849.0 799.0 799.0 999.0 
39.094 1148.0 999.0 899.0 699.0 999.0 999.0 799.0 799.0 749.0 999.0 
40.095 999.0 999.0 999.0 549.0 849.0 849.0 749.0 999.0 799.0 999.0 
41.096 349.0 349.0 249.0 99.0 449.0 449.0 399.0 699.0 0.0 699.0 
42.096 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
43.097 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
