time Optional[local:s-0] 
0.0 0.0 
1.001 0.0 
2.002 0.0 
3.004 2048.0 
4.005 4096.0 
5.006 4096.0 
6.007 6144.0 
7.008 6144.0 
8.009 8192.0 
9.009 8192.0 
10.01 10240.0 
11.011 10240.0 
12.012 12288.0 
13.013 12288.0 
14.014 12288.0 
15.014 12288.0 
16.014 16384.0 
17.015 16384.0 
18.016 18192.0 
19.016 20000.0 
20.017 20000.0 
21.017 20000.0 
