time Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.003 0.0 0.005 0.005 0.0 0.0 0.0 0.005 0.005 0.005 0.01 
2.026 0.005 0.01 0.015 0.015 0.015 0.025 0.01 0.01 0.01 0.015 
3.418 0.04 0.035 0.05 0.035 0.035 0.045 0.04 0.03 0.035 0.03 
4.451 0.055 0.055 0.06 0.055 0.06 0.055 0.055 0.05 0.06 0.05 
5.453 0.07 0.07 0.07 0.07 0.065 0.07 0.07 0.06 0.075 0.05 
6.453 0.11 0.105 0.105 0.1 0.11 0.105 0.105 0.095 0.1 0.1 
7.454 0.125 0.115 0.115 0.115 0.125 0.125 0.14 0.13 0.115 0.115 
8.455 0.165 0.155 0.165 0.15 0.15 0.16 0.165 0.15 0.16 0.16 
9.456 0.175 0.175 0.18 0.175 0.17 0.175 0.175 0.18 0.18 0.185 
10.457 0.21 0.215 0.21 0.21 0.21 0.215 0.2 0.205 0.21 0.205 
11.457 0.23 0.22 0.235 0.235 0.23 0.235 0.235 0.22 0.225 0.225 
12.458 0.255 0.265 0.26 0.26 0.25 0.25 0.255 0.255 0.25 0.255 
13.458 0.28 0.295 0.28 0.285 0.28 0.27 0.28 0.275 0.27 0.275 
14.459 0.3 0.305 0.3 0.295 0.3 0.31 0.31 0.295 0.295 0.295 
15.459 0.33 0.315 0.33 0.33 0.325 0.315 0.325 0.32 0.325 0.32 
16.46 0.36 0.36 0.365 0.355 0.35 0.355 0.365 0.365 0.355 0.35 
17.46 0.37 0.37 0.38 0.37 0.375 0.375 0.375 0.38 0.38 0.375 
18.461 0.39 0.4 0.405 0.41 0.405 0.405 0.395 0.405 0.4 0.39 
19.463 0.415 0.425 0.425 0.42 0.42 0.43 0.425 0.43 0.425 0.42 
20.464 0.44 0.445 0.455 0.45 0.445 0.45 0.455 0.45 0.445 0.435 
21.465 0.465 0.47 0.48 0.465 0.46 0.475 0.47 0.47 0.47 0.475 
22.467 0.485 0.495 0.495 0.49 0.495 0.495 0.495 0.49 0.495 0.5 
23.467 0.515 0.53 0.51 0.52 0.52 0.52 0.515 0.52 0.52 0.525 
24.468 0.55 0.55 0.555 0.55 0.55 0.545 0.545 0.545 0.555 0.555 
25.468 0.57 0.575 0.58 0.565 0.575 0.555 0.565 0.57 0.565 0.565 
26.469 0.595 0.6 0.605 0.605 0.595 0.6 0.595 0.61 0.61 0.61 
27.47 0.605 0.625 0.615 0.615 0.63 0.62 0.615 0.63 0.62 0.615 
28.47 0.65 0.65 0.655 0.665 0.66 0.645 0.635 0.65 0.655 0.64 
29.472 0.66 0.67 0.675 0.67 0.685 0.675 0.66 0.67 0.67 0.665 
30.473 0.7 0.7 0.7 0.715 0.7 0.705 0.69 0.695 0.705 0.7 
31.473 0.715 0.725 0.73 0.73 0.735 0.72 0.72 0.725 0.73 0.72 
32.473 0.755 0.755 0.75 0.76 0.755 0.76 0.755 0.755 0.755 0.76 
33.474 0.77 0.77 0.77 0.78 0.775 0.785 0.77 0.77 0.76 0.77 
34.475 0.8 0.81 0.805 0.815 0.805 0.82 0.8 0.815 0.805 0.805 
35.476 0.815 0.815 0.825 0.83 0.83 0.835 0.825 0.82 0.82 0.825 
36.476 0.85 0.86 0.855 0.86 0.85 0.86 0.845 0.86 0.855 0.86 
37.477 0.875 0.885 0.875 0.875 0.875 0.885 0.87 0.875 0.875 0.885 
38.477 0.905 0.91 0.905 0.905 0.91 0.92 0.9 0.905 0.905 0.91 
39.478 0.93 0.93 0.92 0.92 0.93 0.935 0.93 0.925 0.92 0.935 
40.479 0.955 0.955 0.945 0.94 0.955 0.955 0.95 0.945 0.95 0.955 
41.479 0.99 0.99 0.985 0.985 0.985 0.985 0.98 0.985 0.985 0.995 
42.48 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
43.48 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
44.481 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
