time Optional[local:s-0] 
0.0 0.0 
1.001 0.0 
2.001 0.0 
3.002 2045.0 
4.002 2048.0 
5.004 0.0 
6.004 2048.0 
7.005 0.0 
8.007 2043.0 
9.008 0.0 
10.01 2043.0 
11.01 0.0 
12.01 0.0 
13.011 2045.0 
14.012 2045.0 
15.013 0.0 
16.014 0.0 
17.014 2048.0 
18.015 1806.0 
19.016 1806.0 
20.016 0.0 
21.017 0.0 
