time Optional[local:s-0] 
0.0 0.0 
1.001 0.0 
2.001 0.0 
3.002 2048.0 
4.002 4096.0 
5.004 4096.0 
6.004 6144.0 
7.005 6144.0 
8.007 8192.0 
9.008 8192.0 
10.01 10240.0 
11.01 10240.0 
12.01 10240.0 
13.011 12288.0 
14.012 14336.0 
15.013 14336.0 
16.014 14336.0 
17.014 16384.0 
18.015 18192.0 
19.016 20000.0 
20.016 20000.0 
21.018 20000.0 
