Time Mean Min Max StDev ConfidenceInterval
0 16.727272727272727 0.0 184.0 55.47808740230851 32.78545454545455
1 146.0 0.0 477.0 188.27586143741317 111.26392394172106
2 247.54545454545453 0.0 842.0 276.9058914636392 163.64092460714403
3 818.6363636363636 592.0 1177.0 206.41234106868356 121.98189848640293
4 646.1818181818181 7.0 1044.0 315.8609878354141 186.66191543815603
6 688.2727272727273 287.0 944.0 217.7347427073093 128.6730102685495
7 808.0 624.0 1062.0 161.15954827437312 95.23920689983244
8 944.3636363636364 678.0 1157.0 165.8748158867239 98.02575198840641
9 944.4545454545455 255.0 1309.0 277.8756425584523 164.2140108818896
10 934.5454545454545 448.0 1048.0 176.32036957559023 104.19867974608145
11 886.0909090909091 503.0 1030.0 164.96087690446757 97.48564856445822
12 914.8181818181819 423.0 1029.0 185.9305344379014 109.87792425541032
13 939.8181818181819 711.0 1086.0 110.70123592970242 65.42024984350624
14 988.5454545454545 764.0 1103.0 104.83831707573681 61.95548621175963
15 978.5454545454545 631.0 1146.0 140.46876068105934 83.01173281207186
16 908.7272727272727 570.0 1243.0 231.2574716237687 136.66443237735558
17 731.8181818181819 197.0 1052.0 232.35826569408636 137.3149601018352
18 922.4545454545455 455.0 1086.0 167.24554621057246 98.8358018446807
19 831.9090909090909 542.0 1117.0 220.96762411966807 130.58352109469098
20 1026.2727272727273 911.0 1198.0 99.80690447969108 58.98211137691951
21 842.1818181818181 0.0 1064.0 322.25388071575435 190.4398737052183
22 972.3636363636364 400.0 1184.0 212.9672616752503 125.85560902074833
23 899.8181818181819 215.0 1038.0 233.92726142192927 138.242177324451
24 884.2727272727273 558.0 1229.0 218.32502875716787 129.0218470320831
25 925.8181818181819 544.0 1168.0 194.42109874281556 114.89552711661563
26 864.8181818181819 455.0 1030.0 227.9086738945309 134.68541938547511
27 905.4545454545455 456.0 1048.0 207.56317767675637 122.66199946085804
28 872.6363636363636 455.0 1029.0 220.37616601042535 130.23399168832378
29 900.3636363636364 576.0 1032.0 146.87632397855873 86.79836074165236
30 887.0909090909091 638.0 1045.0 160.27691945221218 94.71760659808409
31 864.0 200.0 1104.0 290.01517201691365 171.38801434703126
32 1029.090909090909 912.0 1224.0 102.46702352020824 60.55414127146027
33 924.0 783.0 1030.0 69.15345255299984 40.867078904441136
34 856.0 199.0 1078.0 267.44008674841547 158.04699149303664
35 864.0 200.0 1040.0 254.82229101866267 150.5903507231094
36 699.3636363636364 0.0 1094.0 431.8558261103519 255.21048435677525
37 1025.3636363636363 903.0 1158.0 83.21090400575243 49.174501838599035
38 848.0 360.0 1096.0 230.8384716636289 136.4168192242904
39 1021.0909090909091 944.0 1224.0 89.46223174664775 52.86880045440414
40 969.2727272727273 831.0 1062.0 88.5788811276039 52.346773597956386
41 965.9090909090909 767.0 1246.0 131.66279242478078 77.80773812672294
42 821.8181818181819 0.0 1056.0 379.6434691080088 224.3549531486079
43 512.7272727272727 0.0 1024.0 352.29904652414007 208.19543205347685
44 66.0 0.0 639.0 191.82648409435023 113.36220784402855
45 0.0 0.0 0.0 0.0 0.0
46 0.0 0.0 0.0 0.0 0.0
