time Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.09 0.005 0.005 0.0 0.005 0.005 0.0 0.0 0.0 0.005 0.0 
2.258 0.01 0.01 0.01 0.01 0.01 0.005 0.005 0.005 0.015 0.005 
3.352 0.015 0.03 0.02 0.015 0.02 0.015 0.01 0.015 0.03 0.03 
4.371 0.04 0.055 0.035 0.03 0.045 0.035 0.04 0.035 0.055 0.045 
5.734 0.07 0.07 0.075 0.065 0.055 0.06 0.055 0.07 0.075 0.075 
6.735 0.08 0.09 0.085 0.1 0.085 0.09 0.085 0.08 0.085 0.09 
7.737 0.11 0.105 0.125 0.115 0.12 0.11 0.105 0.115 0.115 0.12 
8.739 0.14 0.14 0.145 0.135 0.135 0.13 0.125 0.14 0.14 0.14 
9.739 0.165 0.165 0.165 0.17 0.17 0.175 0.17 0.165 0.17 0.16 
10.74 0.19 0.19 0.195 0.195 0.185 0.185 0.18 0.195 0.195 0.185 
11.741 0.22 0.21 0.21 0.215 0.22 0.21 0.215 0.225 0.22 0.215 
12.743 0.235 0.24 0.235 0.24 0.245 0.24 0.23 0.245 0.24 0.24 
13.744 0.27 0.27 0.27 0.275 0.28 0.27 0.27 0.28 0.27 0.265 
14.852 0.295 0.305 0.3 0.305 0.305 0.295 0.295 0.31 0.3 0.295 
15.876 0.32 0.33 0.32 0.335 0.33 0.325 0.32 0.335 0.325 0.33 
16.887 0.355 0.345 0.35 0.35 0.35 0.345 0.345 0.355 0.345 0.35 
17.888 0.375 0.37 0.37 0.365 0.365 0.365 0.365 0.37 0.365 0.37 
18.889 0.4 0.385 0.41 0.395 0.4 0.405 0.395 0.405 0.395 0.385 
19.891 0.425 0.43 0.425 0.425 0.43 0.425 0.42 0.415 0.425 0.42 
20.891 0.445 0.455 0.45 0.455 0.45 0.455 0.45 0.46 0.44 0.45 
21.891 0.47 0.48 0.475 0.475 0.475 0.47 0.47 0.465 0.465 0.47 
22.892 0.5 0.505 0.5 0.5 0.5 0.505 0.49 0.5 0.495 0.495 
23.893 0.535 0.525 0.525 0.525 0.53 0.52 0.525 0.515 0.51 0.535 
24.894 0.55 0.545 0.555 0.55 0.55 0.545 0.545 0.555 0.54 0.555 
25.895 0.565 0.56 0.575 0.57 0.565 0.57 0.57 0.57 0.575 0.565 
26.895 0.595 0.595 0.605 0.595 0.6 0.59 0.595 0.605 0.595 0.615 
27.897 0.625 0.61 0.615 0.615 0.61 0.615 0.615 0.62 0.615 0.625 
28.897 0.65 0.65 0.65 0.645 0.64 0.65 0.655 0.645 0.645 0.645 
29.899 0.665 0.665 0.665 0.67 0.665 0.665 0.67 0.675 0.665 0.665 
30.899 0.695 0.68 0.69 0.685 0.685 0.685 0.695 0.69 0.69 0.695 
31.899 0.725 0.71 0.715 0.715 0.715 0.715 0.72 0.725 0.71 0.715 
32.9 0.755 0.75 0.75 0.75 0.755 0.75 0.75 0.75 0.76 0.755 
33.901 0.775 0.76 0.77 0.77 0.775 0.765 0.765 0.775 0.775 0.77 
34.901 0.8 0.79 0.805 0.795 0.79 0.795 0.795 0.795 0.8 0.795 
35.902 0.82 0.81 0.825 0.81 0.82 0.805 0.805 0.815 0.815 0.81 
36.903 0.83 0.835 0.84 0.84 0.835 0.83 0.845 0.825 0.84 0.835 
37.903 0.86 0.86 0.87 0.87 0.86 0.865 0.86 0.855 0.86 0.865 
38.903 0.89 0.88 0.89 0.9 0.895 0.895 0.88 0.88 0.89 0.885 
39.904 0.925 0.93 0.93 0.925 0.925 0.925 0.92 0.915 0.925 0.92 
40.905 0.95 0.945 0.945 0.965 0.945 0.95 0.945 0.945 0.96 0.94 
41.905 0.965 0.965 0.97 0.98 0.97 0.98 0.96 0.965 0.98 0.965 
42.905 0.995 1.0 0.995 0.99 0.99 1.0 0.995 0.995 0.995 0.99 
43.906 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
44.907 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
45.908 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
