Time                          Total bandwidth               
121.907                       0.0                           
122.007                       0.0                           
122.108                       0.0                           
122.208                       0.0                           
122.309                       0.0                           
122.409                       0.0                           
122.511                       0.0                           
122.612                       0.0                           
122.713                       0.0                           
122.814                       0.0                           
122.915                       0.0                           
123.015                       0.0                           
123.116                       0.0                           
