time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           61.0                          61.0                          15.0                          15.0                          
1.001                         95.0                          63.0                          217.0                         159.0                         
2.002                         310.0                         316.0                         223.0                         246.0                         
3.002                         247.0                         151.0                         215.0                         317.0                         
4.003                         156.0                         281.0                         156.0                         214.0                         
5.004                         60.0                          60.0                          153.0                         28.0                          
6.006                         0.0                           0.0                           0.0                           0.0                           
7.006                         0.0                           0.0                           0.0                           0.0                           
