time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           88.0                          0.0                           47.0                          0.0                           0.0                           
1.002                         252.0                         0.0                           220.0                         63.0                          0.0                           
2.003                         249.0                         223.0                         57.0                          281.0                         284.0                         
3.003                         247.0                         151.0                         285.0                         157.0                         90.0                          
4.004                         28.0                          284.0                         89.0                          246.0                         159.0                         
5.005                         0.0                           89.0                          0.0                           0.0                           214.0                         
6.006                         0.0                           0.0                           0.0                           0.0                           0.0                           
7.007                         0.0                           0.0                           0.0                           0.0                           0.0                           
