time Optional[local:ss-10000] 
0.0 0.0 
1.004 944.0 
2.005 959.0 
3.01 1034.0 
4.012 1021.0 
5.013 993.0 
6.014 987.0 
7.015 1010.0 
8.017 992.0 
9.018 993.0 
10.019 1010.0 
11.019 994.0 
12.02 999.0 
13.021 999.0 
14.022 999.0 
15.023 999.0 
16.023 1000.0 
17.023 994.0 
18.024 1004.0 
19.024 1006.0 
20.024 988.0 
21.025 1004.0 
22.026 993.0 
23.027 999.0 
24.027 1012.0 
25.028 999.0 
26.028 994.0 
27.029 1004.0 
28.029 994.0 
29.029 1006.0 
30.031 992.0 
31.032 993.0 
32.033 1004.0 
33.034 1004.0 
34.035 993.0 
35.036 1010.0 
36.036 982.0 
37.037 1004.0 
38.037 1000.0 
39.039 992.0 
40.041 1003.0 
41.041 1006.0 
42.042 987.0 
43.043 1004.0 
44.043 1006.0 
45.043 994.0 
46.043 1012.0 
47.044 987.0 
48.045 999.0 
49.045 1012.0 
50.046 981.0 
51.047 1010.0 
52.048 993.0 
53.049 999.0 
54.049 1006.0 
55.05 929.0 
56.05 1064.0 
57.05 994.0 
58.051 1004.0 
59.051 1006.0 
60.051 988.0 
61.052 1016.0 
62.053 975.0 
63.054 1010.0 
64.055 1004.0 
65.056 993.0 
66.056 1012.0 
67.057 981.0 
68.057 1006.0 
69.057 1018.0 
70.058 975.0 
71.058 1012.0 
72.059 999.0 
73.059 982.0 
74.059 1018.0 
75.06 999.0 
76.061 987.0 
77.061 948.0 
78.062 1044.0 
79.062 1012.0 
80.062 1006.0 
81.063 987.0 
82.064 999.0 
83.065 1004.0 
84.066 1004.0 
85.067 986.0 
86.068 1006.0 
87.069 993.0 
88.07 999.0 
89.071 1010.0 
90.072 993.0 
91.073 999.0 
92.074 999.0 
93.075 999.0 
94.075 1000.0 
95.075 1000.0 
96.076 1004.0 
97.078 980.0 
98.079 1016.0 
99.079 930.0 
100.08 1102.0 
101.081 0.0 
102.081 0.0 
103.082 0.0 
104.083 0.0 
105.084 0.0 
106.084 0.0 
