time Optional[local:ss-10000] 
0.0 0.0 
1.004 948.0 
2.005 1908.0 
3.01 2948.0 
4.012 3972.0 
5.013 4966.0 
6.014 5954.0 
7.015 6966.0 
8.017 7960.0 
9.018 8954.0 
10.019 9966.0 
11.019 10960.0 
12.02 11960.0 
13.021 12960.0 
14.022 13960.0 
15.023 14960.0 
16.023 15960.0 
17.023 16954.0 
18.024 17960.0 
19.024 18966.0 
20.024 19954.0 
21.025 20960.0 
22.026 21954.0 
23.027 22954.0 
24.027 23966.0 
25.028 24966.0 
26.028 25960.0 
27.029 26966.0 
28.029 27960.0 
29.029 28966.0 
30.031 29960.0 
31.032 30954.0 
32.033 31960.0 
33.034 32966.0 
34.035 33960.0 
35.036 34972.0 
36.036 35954.0 
37.037 36960.0 
38.037 37960.0 
39.039 38954.0 
40.041 39960.0 
41.041 40966.0 
42.042 41954.0 
43.043 42960.0 
44.043 43966.0 
45.043 44960.0 
46.043 45972.0 
47.044 46960.0 
48.045 47960.0 
49.045 48972.0 
50.046 49954.0 
51.047 50966.0 
52.048 51960.0 
53.049 52960.0 
54.049 53966.0 
55.05 54896.0 
56.05 55960.0 
57.05 56954.0 
58.051 57960.0 
59.051 58966.0 
60.051 59954.0 
61.052 60972.0 
62.053 61948.0 
63.054 62960.0 
64.055 63966.0 
65.056 64960.0 
66.056 65972.0 
67.057 66954.0 
68.057 67960.0 
69.057 68978.0 
70.058 69954.0 
71.058 70966.0 
72.059 71966.0 
73.059 72948.0 
74.059 73966.0 
75.06 74966.0 
76.061 75954.0 
77.061 76902.0 
78.062 77948.0 
79.062 78960.0 
80.062 79966.0 
81.063 80954.0 
82.064 81954.0 
83.065 82960.0 
84.066 83966.0 
85.068 84954.0 
86.068 85960.0 
87.069 86954.0 
88.07 87954.0 
89.071 88966.0 
90.072 89960.0 
91.073 90960.0 
92.074 91960.0 
93.075 92960.0 
94.075 93960.0 
95.075 94960.0 
96.076 95966.0 
97.078 96948.0 
98.079 97966.0 
99.079 98896.0 
100.08 100000.0 
101.081 100000.0 
102.081 100000.0 
103.082 100000.0 
104.083 100000.0 
105.084 100000.0 
106.084 100000.0 
