time Optional[local:s-0] 
0.0 0.0 
1.001 0.0 
2.002 0.0 
3.003 2048.0 
4.003 4096.0 
5.004 4096.0 
6.004 6144.0 
7.005 6144.0 
8.006 8192.0 
9.006 8192.0 
10.007 10240.0 
11.009 10240.0 
12.009 10240.0 
13.009 10240.0 
14.01 14336.0 
15.01 14336.0 
16.011 16144.0 
17.012 16144.0 
18.012 18192.0 
19.014 20000.0 
20.014 20000.0 
21.015 20000.0 
