time Optional[local:s-0] Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 968.0 0.0 0.0 0.0 0.0 0.0 0.0 968.0 0.0 0.0 200.0 
1.544 1888.0 0.0 0.0 0.0 200.0 0.0 200.0 1600.0 0.0 728.0 656.0 
2.73 2512.0 328.0 456.0 728.0 664.0 200.0 400.0 1600.0 392.0 920.0 1040.0 
3.753 3880.0 1800.0 1496.0 2112.0 2128.0 1400.0 856.0 2056.0 1640.0 1496.0 1800.0 
5.007 4568.0 2264.0 1984.0 2888.0 2600.0 1856.0 1496.0 2312.0 2400.0 1728.0 2064.0 
6.124 5960.0 3504.0 3240.0 4104.0 3920.0 3104.0 2856.0 3304.0 3120.0 2704.0 3544.0 
7.128 6952.0 4496.0 4288.0 4800.0 4840.0 3976.0 3888.0 4296.0 4096.0 3712.0 4512.0 
8.13 7680.0 5232.0 5096.0 5512.0 5696.0 4896.0 4400.0 5080.0 4200.0 4496.0 5264.0 
9.131 8688.0 6248.0 6040.0 6488.0 6640.0 5840.0 5400.0 6048.0 5168.0 5488.0 6184.0 
10.133 9688.0 6800.0 7064.0 7000.0 7672.0 6864.0 5400.0 6992.0 6080.0 6440.0 7216.0 
11.134 10688.0 7704.0 8048.0 8032.0 8576.0 7848.0 6000.0 8088.0 6800.0 7488.0 8248.0 
12.141 11688.0 8600.0 9088.0 9024.0 9696.0 8888.0 6968.0 9000.0 7768.0 8440.0 9240.0 
13.233 12568.0 9248.0 9992.0 9912.0 10632.0 9400.0 7800.0 9000.0 8584.0 9168.0 10296.0 
14.234 13688.0 10000.0 11096.0 10600.0 11640.0 10632.0 8968.0 9960.0 9792.0 10184.0 11184.0 
15.234 14696.0 10968.0 12040.0 10992.0 12640.0 11600.0 9992.0 10992.0 10200.0 11232.0 12288.0 
16.235 15696.0 12000.0 12800.0 12048.0 13648.0 12576.0 11000.0 11952.0 10984.0 12168.0 13192.0 
17.236 16744.0 12960.0 13824.0 13032.0 14696.0 13600.0 11800.0 12920.0 12112.0 13200.0 14280.0 
18.24 17712.0 13912.0 14800.0 14056.0 15696.0 14568.0 12768.0 13912.0 13112.0 14112.0 15248.0 
19.243 18744.0 14968.0 15832.0 15040.0 16256.0 15200.0 13800.0 14880.0 14128.0 15192.0 16296.0 
20.244 19696.0 15968.0 16000.0 16048.0 17200.0 16000.0 14704.0 15848.0 14840.0 16112.0 17248.0 
21.245 20688.0 16968.0 16904.0 17056.0 17592.0 16456.0 15776.0 16928.0 15888.0 17192.0 18256.0 
22.246 21688.0 17848.0 17800.0 18048.0 18696.0 17000.0 16400.0 17904.0 16592.0 17976.0 19112.0 
23.247 22696.0 19000.0 18512.0 19000.0 19656.0 17976.0 17048.0 18928.0 17664.0 19136.0 20128.0 
24.248 23688.0 19960.0 19200.0 19200.0 20640.0 18840.0 18000.0 19840.0 17800.0 20104.0 20912.0 
25.248 24688.0 21000.0 20168.0 20224.0 21688.0 19960.0 18656.0 20800.0 18704.0 21144.0 21880.0 
26.249 25704.0 21912.0 21160.0 21192.0 22688.0 21000.0 19400.0 21760.0 19800.0 22104.0 22912.0 
27.25 26696.0 22968.0 22200.0 22200.0 23656.0 21960.0 20256.0 22784.0 20704.0 23048.0 23920.0 
28.252 27688.0 23984.0 22592.0 22592.0 24648.0 22600.0 21288.0 23776.0 21200.0 24144.0 24928.0 
29.253 28696.0 24960.0 23648.0 23696.0 25392.0 23576.0 22056.0 24776.0 22112.0 24856.0 25888.0 
30.254 29744.0 25912.0 24656.0 24400.0 26488.0 24200.0 23080.0 25696.0 22600.0 25888.0 26848.0 
31.255 30696.0 26960.0 25600.0 25296.0 27320.0 24840.0 24056.0 26688.0 23248.0 26592.0 27904.0 
32.255 31744.0 27656.0 26312.0 26200.0 28304.0 25896.0 25088.0 27760.0 24304.0 27568.0 28856.0 
33.256 32704.0 28600.0 27344.0 27376.0 28600.0 26192.0 26056.0 28600.0 25288.0 28400.0 29896.0 
34.257 33704.0 29400.0 28304.0 28200.0 29648.0 27216.0 27064.0 29504.0 26304.0 29304.0 30200.0 
35.258 34688.0 30056.0 29312.0 29200.0 30256.0 28248.0 28088.0 30400.0 27288.0 30320.0 31224.0 
36.258 35744.0 31064.0 30296.0 30120.0 31184.0 29240.0 29000.0 31368.0 28328.0 31368.0 31800.0 
37.259 36688.0 31800.0 31288.0 31168.0 32240.0 29600.0 29960.0 32000.0 29312.0 32256.0 32768.0 
38.26 37688.0 32800.0 32288.0 32200.0 33248.0 30504.0 31000.0 32976.0 30200.0 33288.0 33800.0 
39.26 38696.0 33768.0 33320.0 32912.0 33800.0 31512.0 31600.0 34000.0 31312.0 34256.0 34512.0 
40.26 39696.0 34752.0 34288.0 33920.0 34800.0 32600.0 31800.0 34584.0 32320.0 35288.0 35528.0 
41.261 40000.0 35760.0 35312.0 34928.0 35792.0 33504.0 32824.0 35720.0 33224.0 36248.0 36520.0 
42.261 40000.0 36784.0 36344.0 35400.0 36768.0 34600.0 33400.0 36600.0 34000.0 37280.0 37200.0 
43.263 40000.0 37600.0 36800.0 35400.0 37000.0 34600.0 33400.0 36600.0 34000.0 37400.0 37200.0 
44.264 40000.0 37600.0 36800.0 35400.0 37000.0 34600.0 33400.0 36600.0 34000.0 37400.0 37200.0 
45.264 40000.0 37600.0 36800.0 35400.0 37000.0 34600.0 33400.0 36600.0 34000.0 37400.0 37200.0 
