time Optional[local:s-0] Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 250.0 0.0 0.0 0.0 0.0 0.0 0.0 444.0 0.0 0.0 96.0 
1.185 776.0 0.0 0.0 0.0 0.0 0.0 168.0 518.0 0.0 373.0 163.0 
2.731 526.0 276.0 384.0 613.0 391.0 168.0 168.0 0.0 330.0 161.0 323.0 
3.754 1212.0 1431.0 1008.0 1282.0 1352.0 1173.0 320.0 445.0 1079.0 563.0 742.0 
5.008 687.0 463.0 487.0 775.0 471.0 455.0 639.0 255.0 759.0 231.0 263.0 
6.125 1246.0 1110.0 1124.0 1088.0 1181.0 1117.0 1217.0 888.0 644.0 873.0 1324.0 
7.128 989.0 988.0 1043.0 693.0 916.0 868.0 1027.0 988.0 972.0 1003.0 964.0 
8.13 726.0 735.0 807.0 711.0 855.0 919.0 511.0 783.0 103.0 783.0 751.0 
9.132 1005.0 1013.0 942.0 974.0 942.0 942.0 998.0 966.0 966.0 990.0 918.0 
10.134 998.0 550.0 1021.0 510.0 1029.0 1021.0 0.0 942.0 910.0 950.0 1029.0 
11.135 999.0 903.0 983.0 1030.0 903.0 983.0 599.0 1094.0 719.0 1046.0 1030.0 
12.138 997.0 893.0 1032.0 985.0 1112.0 1032.0 961.0 905.0 961.0 945.0 985.0 
13.234 802.0 591.0 827.0 813.0 857.0 468.0 761.0 0.0 747.0 666.0 967.0 
14.235 1118.0 751.0 1102.0 687.0 1006.0 1230.0 1166.0 959.0 1206.0 1014.0 887.0 
15.235 1008.0 968.0 944.0 392.0 1000.0 968.0 1024.0 1032.0 408.0 1048.0 1104.0 
16.236 999.0 1030.0 759.0 1054.0 1006.0 975.0 1006.0 959.0 783.0 935.0 903.0 
17.237 1046.0 959.0 1022.0 983.0 1046.0 1022.0 799.0 967.0 1126.0 1030.0 1086.0 
18.241 964.0 948.0 972.0 1019.0 996.0 964.0 964.0 988.0 996.0 908.0 964.0 
19.243 1029.0 1053.0 1028.0 981.0 558.0 630.0 1028.0 965.0 1012.0 1076.0 1044.0 
20.245 950.0 998.0 167.0 1006.0 943.0 799.0 903.0 967.0 711.0 919.0 951.0 
21.246 991.0 999.0 903.0 1006.0 391.0 455.0 1070.0 1078.0 1046.0 1078.0 1006.0 
22.247 999.0 879.0 895.0 991.0 1102.0 543.0 623.0 975.0 703.0 783.0 855.0 
23.248 1006.0 1150.0 711.0 951.0 959.0 975.0 647.0 1022.0 1070.0 1158.0 1014.0 
24.249 991.0 959.0 687.0 199.0 983.0 863.0 951.0 911.0 135.0 967.0 783.0 
25.249 1000.0 1040.0 968.0 1024.0 1048.0 1120.0 656.0 960.0 904.0 1040.0 968.0 
26.25 1014.0 911.0 991.0 967.0 999.0 1038.0 743.0 959.0 1094.0 959.0 1030.0 
27.251 991.0 1054.0 1038.0 1006.0 967.0 959.0 855.0 1022.0 903.0 943.0 1006.0 
28.253 990.0 1013.0 391.0 391.0 990.0 638.0 1029.0 990.0 495.0 1093.0 1005.0 
29.254 1006.0 975.0 1054.0 1102.0 743.0 975.0 767.0 999.0 911.0 711.0 959.0 
30.255 1046.0 951.0 1006.0 703.0 1094.0 623.0 1022.0 919.0 487.0 1030.0 959.0 
31.256 951.0 1046.0 943.0 895.0 831.0 639.0 975.0 991.0 647.0 703.0 1054.0 
32.256 1048.0 696.0 712.0 904.0 984.0 1056.0 1032.0 1072.0 1056.0 976.0 952.0 
33.257 959.0 943.0 1030.0 1174.0 295.0 295.0 967.0 839.0 983.0 831.0 1038.0 
34.258 999.0 799.0 959.0 823.0 1046.0 1022.0 1006.0 903.0 1014.0 903.0 303.0 
35.259 983.0 655.0 1006.0 999.0 607.0 1030.0 1022.0 895.0 983.0 1014.0 1022.0 
36.259 1056.0 1008.0 984.0 920.0 928.0 992.0 912.0 968.0 1040.0 1048.0 576.0 
37.26 943.0 735.0 991.0 1046.0 1054.0 359.0 959.0 631.0 983.0 887.0 967.0 
38.261 999.0 999.0 999.0 1030.0 1006.0 903.0 1038.0 975.0 887.0 1030.0 1030.0 
39.261 1008.0 968.0 1032.0 712.0 552.0 1008.0 600.0 1024.0 1112.0 968.0 712.0 
40.261 1000.0 984.0 968.0 1008.0 1000.0 1088.0 200.0 584.0 1008.0 1032.0 1016.0 
41.262 303.0 1006.0 1022.0 1006.0 991.0 903.0 1022.0 1134.0 903.0 959.0 991.0 
42.262 0.0 1024.0 1032.0 472.0 976.0 1096.0 576.0 880.0 776.0 1032.0 680.0 
43.264 0.0 814.0 455.0 0.0 231.0 0.0 0.0 0.0 0.0 119.0 0.0 
44.265 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
45.265 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
