time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           107.0                         0.0                           0.0                           0.0                           0.0                           
1.001                         243.0                         0.0                           63.0                          159.0                         127.0                         
2.002                         223.0                         287.0                         281.0                         214.0                         246.0                         
3.003                         243.0                         182.0                         124.0                         0.0                           220.0                         
4.004                         0.0                           249.0                         249.0                         284.0                         153.0                         
5.005                         0.0                           28.0                          28.0                          89.0                          0.0                           
6.006                         0.0                           0.0                           0.0                           0.0                           0.0                           
7.007                         0.0                           0.0                           0.0                           0.0                           0.0                           
