time Optional[local:s-0] 
0.0 0.0 
1.001 0.0 
2.002 0.0 
3.003 0.0 
4.004 4091.0 
5.004 0.0 
6.005 2045.0 
7.005 0.0 
8.006 2045.0 
9.007 0.0 
10.008 2045.0 
11.008 0.0 
12.008 0.0 
13.01 2043.0 
14.01 2048.0 
15.012 0.0 
16.013 1806.0 
17.015 0.0 
18.016 2045.0 
19.017 1806.0 
20.017 0.0 
21.018 0.0 
