time Optional[local:s-0] 
0.0 0.0 
1.001 0.0 
2.002 0.0 
3.003 0.0 
4.004 4096.0 
5.004 4096.0 
6.005 6144.0 
7.005 6144.0 
8.006 8192.0 
9.007 8192.0 
10.008 10240.0 
11.008 10240.0 
12.008 10240.0 
13.01 12288.0 
14.01 14336.0 
15.012 14336.0 
16.013 16144.0 
17.015 16144.0 
18.016 18192.0 
19.017 20000.0 
20.017 20000.0 
21.018 20000.0 
