time Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 29.0 62.0 62.0 62.0 62.0 62.0 31.0 63.0 63.0 63.0 
1.001 1134.0 1190.0 967.0 791.0 711.0 455.0 527.0 463.0 399.0 399.0 
2.002 847.0 727.0 1022.0 1166.0 1142.0 1446.0 1294.0 1102.0 1030.0 1310.0 
3.003 551.0 407.0 343.0 575.0 527.0 487.0 703.0 887.0 1166.0 607.0 
4.004 975.0 1262.0 967.0 647.0 927.0 919.0 647.0 791.0 975.0 1254.0 
5.005 871.0 727.0 951.0 1142.0 1078.0 943.0 1398.0 935.0 879.0 679.0 
6.006 879.0 943.0 1518.0 855.0 1126.0 1006.0 999.0 1062.0 1062.0 1254.0 
7.008 1029.0 910.0 614.0 1317.0 990.0 1037.0 1061.0 1133.0 790.0 990.0 
8.009 759.0 1198.0 791.0 687.0 999.0 823.0 1062.0 855.0 743.0 815.0 
9.01 1246.0 935.0 991.0 999.0 991.0 1118.0 815.0 895.0 1310.0 1246.0 
10.013 1068.0 989.0 1068.0 925.0 997.0 797.0 1116.0 1036.0 741.0 741.0 
11.013 1144.0 1160.0 1064.0 1128.0 1016.0 1064.0 752.0 1208.0 1336.0 1016.0 
12.014 671.0 719.0 1126.0 1238.0 983.0 1182.0 1174.0 1198.0 935.0 1158.0 
13.015 1262.0 1278.0 735.0 895.0 879.0 999.0 759.0 743.0 935.0 823.0 
14.017 1053.0 662.0 1061.0 1053.0 918.0 1069.0 1508.0 1165.0 1053.0 934.0 
15.017 880.0 1384.0 1072.0 1016.0 1152.0 1200.0 672.0 952.0 1000.0 1272.0 
16.018 855.0 823.0 1086.0 791.0 943.0 751.0 1014.0 1134.0 1014.0 999.0 
17.018 1128.0 1056.0 976.0 1256.0 912.0 928.0 784.0 800.0 928.0 992.0 
18.019 1078.0 1054.0 735.0 815.0 1126.0 1070.0 1126.0 919.0 1334.0 791.0 
19.019 600.0 544.0 944.0 480.0 880.0 920.0 816.0 1072.0 656.0 944.0 
20.02 1102.0 1110.0 1118.0 1222.0 991.0 927.0 1046.0 799.0 1118.0 783.0 
21.02 832.0 1024.0 944.0 1104.0 1136.0 1008.0 1016.0 1080.0 760.0 1008.0 
22.02 1040.0 984.0 1256.0 1040.0 928.0 1280.0 1240.0 992.0 1120.0 1008.0 
23.021 1414.0 1142.0 1022.0 1094.0 943.0 727.0 559.0 615.0 799.0 807.0 
24.021 464.0 608.0 840.0 968.0 1056.0 1528.0 1056.0 1576.0 1400.0 1520.0 
25.021 1344.0 1432.0 928.0 952.0 1072.0 736.0 1200.0 744.0 736.0 736.0 
26.022 1062.0 823.0 1150.0 1126.0 863.0 1278.0 935.0 927.0 1198.0 1054.0 
27.022 1000.0 1320.0 992.0 864.0 1000.0 792.0 864.0 1264.0 912.0 1072.0 
28.023 1310.0 1014.0 799.0 1334.0 1270.0 999.0 1198.0 607.0 759.0 479.0 
29.024 559.0 615.0 1006.0 871.0 871.0 1118.0 735.0 999.0 1206.0 1398.0 
30.024 1184.0 1240.0 1320.0 928.0 984.0 744.0 1256.0 1048.0 720.0 848.0 
31.025 943.0 1078.0 815.0 943.0 807.0 1262.0 943.0 1270.0 1414.0 1230.0 
32.025 472.0 472.0 872.0 936.0 944.0 544.0 944.0 1080.0 1312.0 1176.0 
33.025 1640.0 1376.0 848.0 928.0 1376.0 1584.0 856.0 336.0 536.0 336.0 
34.026 823.0 607.0 1126.0 871.0 695.0 671.0 799.0 1582.0 1190.0 1462.0 
35.028 1516.0 1125.0 1189.0 1101.0 1037.0 854.0 1109.0 734.0 487.0 742.0 
36.028 480.0 1200.0 808.0 1072.0 1144.0 1000.0 880.0 696.0 1064.0 984.0 
37.029 1054.0 935.0 1206.0 679.0 919.0 863.0 887.0 1446.0 1310.0 1070.0 
38.029 1200.0 1136.0 872.0 1264.0 752.0 1000.0 1320.0 616.0 1000.0 1008.0 
39.03 1206.0 1022.0 479.0 1086.0 1398.0 951.0 543.0 1118.0 687.0 943.0 
40.031 783.0 903.0 911.0 703.0 663.0 791.0 1510.0 1182.0 991.0 1038.0 
41.032 231.0 695.0 1086.0 759.0 479.0 615.0 623.0 423.0 479.0 695.0 
42.034 199.0 0.0 207.0 207.0 207.0 343.0 143.0 343.0 343.0 207.0 
43.034 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
44.035 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
