time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
1.003                         1024.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
2.004                         1024.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
3.005                         2560.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
4.006                         4096.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
5.008                         5120.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
6.008                         5120.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
7.01                          5632.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
8.01                          7680.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
9.011                         8192.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
10.013                        8192.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
11.013                        9728.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
12.015                        10752.0                       0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
13.016                        13824.0                       0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
14.016                        13824.0                       0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
15.016                        14276.0                       0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
16.017                        15812.0                       0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
17.019                        16324.0                       0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1024.0                        
18.019                        17860.0                       0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1536.0                        
19.02                         18372.0                       0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1536.0                        
20.021                        19728.0                       0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           3072.0                        
21.021                        20692.0                       0.0                           0.0                           512.0                         512.0                         0.0                           0.0                           0.0                           0.0                           0.0                           5120.0                        
22.021                        21144.0                       0.0                           0.0                           512.0                         1024.0                        0.0                           0.0                           1024.0                        0.0                           0.0                           6656.0                        
23.023                        22108.0                       0.0                           0.0                           2560.0                        1536.0                        0.0                           0.0                           1024.0                        0.0                           512.0                         7680.0                        
24.023                        24156.0                       0.0                           1024.0                        4608.0                        4096.0                        0.0                           0.0                           3584.0                        0.0                           1536.0                        8192.0                        
25.023                        25692.0                       1024.0                        2048.0                        5120.0                        4608.0                        0.0                           0.0                           4096.0                        0.0                           3584.0                        8192.0                        
26.024                        26204.0                       2560.0                        2048.0                        5632.0                        5632.0                        0.0                           0.0                           5120.0                        0.0                           5120.0                        8704.0                        
27.025                        26204.0                       3584.0                        4608.0                        5632.0                        5632.0                        0.0                           0.0                           6656.0                        0.0                           5120.0                        11776.0                       
28.026                        28132.0                       5120.0                        5120.0                        6144.0                        7168.0                        0.0                           0.0                           7680.0                        0.0                           5632.0                        12288.0                       
29.026                        28132.0                       5632.0                        6656.0                        7680.0                        8704.0                        0.0                           0.0                           7680.0                        0.0                           7168.0                        12288.0                       
30.027                        28644.0                       5632.0                        7680.0                        10240.0                       10240.0                       0.0                           0.0                           9728.0                        0.0                           8192.0                        12800.0                       
31.028                        30692.0                       5632.0                        7680.0                        10752.0                       10240.0                       0.0                           1024.0                        10240.0                       1536.0                        10240.0                       13824.0                       
32.029                        31716.0                       8704.0                        9728.0                        10752.0                       10752.0                       0.0                           2048.0                        10752.0                       2560.0                        10240.0                       16836.0                       
33.03                         32740.0                       10240.0                       10240.0                       11264.0                       11264.0                       0.0                           4096.0                        11264.0                       5120.0                        11264.0                       17348.0                       
34.031                        33704.0                       10240.0                       11716.0                       13252.0                       13824.0                       0.0                           4608.0                        11264.0                       5632.0                        12288.0                       17800.0                       
35.031                        34216.0                       10752.0                       13252.0                       15300.0                       15360.0                       0.0                           5120.0                        13824.0                       5632.0                        12800.0                       17800.0                       
36.032                        35240.0                       10752.0                       13764.0                       15300.0                       16324.0                       512.0                         6144.0                        14336.0                       5632.0                        13824.0                       21144.0                       
37.032                        36264.0                       13824.0                       14788.0                       15812.0                       16776.0                       1024.0                        7680.0                        16324.0                       8192.0                        15360.0                       21596.0                       
38.033                        37228.0                       14848.0                       15300.0                       17288.0                       16776.0                       3072.0                        8192.0                        17348.0                       10240.0                       17348.0                       22500.0                       
39.034                        38252.0                       15360.0                       16776.0                       18764.0                       19216.0                       4608.0                        9728.0                        18252.0                       10240.0                       17800.0                       22500.0                       
40.035                        40240.0                       16324.0                       18312.0                       20240.0                       20180.0                       5120.0                        10752.0                       20180.0                       10240.0                       18764.0                       22500.0                       
41.035                        40752.0                       17860.0                       19276.0                       21596.0                       21084.0                       5632.0                        11264.0                       21084.0                       10240.0                       19216.0                       22500.0                       
42.035                        41716.0                       19276.0                       20180.0                       22500.0                       21596.0                       6144.0                        11776.0                       22500.0                       13312.0                       21084.0                       22500.0                       
43.036                        42228.0                       20240.0                       21596.0                       22500.0                       22620.0                       9216.0                        13824.0                       22500.0                       14848.0                       22108.0                       22500.0                       
44.037                        42228.0                       20692.0                       22500.0                       22500.0                       23644.0                       10240.0                       15360.0                       22500.0                       15812.0                       22620.0                       23524.0                       
45.037                        44156.0                       22500.0                       22500.0                       22500.0                       24608.0                       10240.0                       16264.0                       22500.0                       16324.0                       24096.0                       24548.0                       
46.038                        46144.0                       22500.0                       23012.0                       23524.0                       25632.0                       11264.0                       16776.0                       22500.0                       16836.0                       24608.0                       27108.0                       
47.039                        47168.0                       23012.0                       23524.0                       24548.0                       27108.0                       11264.0                       18192.0                       22500.0                       18252.0                       25120.0                       27620.0                       
48.041                        47680.0                       23524.0                       24548.0                       25572.0                       27108.0                       11776.0                       19608.0                       22500.0                       20240.0                       25572.0                       27620.0                       
49.041                        47680.0                       24036.0                       26084.0                       25572.0                       28644.0                       14336.0                       20572.0                       22500.0                       20692.0                       27108.0                       29156.0                       
50.042                        49216.0                       24548.0                       27620.0                       26596.0                       29668.0                       15360.0                       21536.0                       22500.0                       21596.0                       29156.0                       29668.0                       
51.044                        50692.0                       26084.0                       27620.0                       26596.0                       29668.0                       16324.0                       22500.0                       22500.0                       22500.0                       30180.0                       30180.0                       
52.045                        51716.0                       27108.0                       28644.0                       27620.0                       32228.0                       16776.0                       22500.0                       22500.0                       22500.0                       30180.0                       31716.0                       
53.046                        52740.0                       28132.0                       29156.0                       31204.0                       32740.0                       18704.0                       22500.0                       23012.0                       22500.0                       30692.0                       32228.0                       
