time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
1.003                         0.0                           512.0                         512.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
2.003                         0.0                           512.0                         512.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
3.004                         0.0                           512.0                         512.0                         0.0                           512.0                         0.0                           512.0                         0.0                           0.0                           512.0                         
4.005                         0.0                           512.0                         512.0                         0.0                           512.0                         0.0                           512.0                         512.0                         512.0                         1024.0                        
5.007                         512.0                         1024.0                        512.0                         0.0                           512.0                         0.0                           512.0                         512.0                         512.0                         1024.0                        
6.007                         512.0                         1024.0                        512.0                         0.0                           512.0                         0.0                           512.0                         512.0                         512.0                         1024.0                        
7.009                         512.0                         1024.0                        512.0                         512.0                         512.0                         0.0                           512.0                         512.0                         512.0                         1024.0                        
8.009                         512.0                         1024.0                        1024.0                        512.0                         512.0                         512.0                         1024.0                        512.0                         1024.0                        1024.0                        
9.01                          512.0                         1024.0                        1024.0                        512.0                         512.0                         512.0                         1024.0                        512.0                         1024.0                        1536.0                        
10.012                        512.0                         1024.0                        1024.0                        512.0                         512.0                         512.0                         1024.0                        512.0                         1024.0                        1536.0                        
11.012                        1024.0                        1024.0                        1024.0                        1024.0                        512.0                         512.0                         1536.0                        512.0                         1024.0                        1536.0                        
12.014                        1024.0                        1024.0                        1024.0                        1024.0                        1024.0                        512.0                         1536.0                        1024.0                        1024.0                        1536.0                        
13.015                        1536.0                        1536.0                        1536.0                        1024.0                        1024.0                        1024.0                        1536.0                        1024.0                        1536.0                        2048.0                        
14.015                        1536.0                        1536.0                        1536.0                        1024.0                        1024.0                        1024.0                        1536.0                        1024.0                        1536.0                        2048.0                        
15.015                        1536.0                        1536.0                        1536.0                        1024.0                        1024.0                        1024.0                        1536.0                        1024.0                        1536.0                        2500.0                        
16.016                        1536.0                        2048.0                        1536.0                        1536.0                        1024.0                        1024.0                        2048.0                        1024.0                        1536.0                        2500.0                        
17.018                        1536.0                        2048.0                        1536.0                        2048.0                        1024.0                        1024.0                        2560.0                        1536.0                        1536.0                        2500.0                        
18.018                        1536.0                        2048.0                        2048.0                        2560.0                        1024.0                        1024.0                        2560.0                        2048.0                        2048.0                        2500.0                        
19.019                        2048.0                        2048.0                        2048.0                        2560.0                        1024.0                        1024.0                        2560.0                        2048.0                        2048.0                        2500.0                        
20.02                         2048.0                        2048.0                        3012.0                        3012.0                        1536.0                        1024.0                        3012.0                        2048.0                        2560.0                        2500.0                        
21.02                         2560.0                        2560.0                        3012.0                        3524.0                        1536.0                        2048.0                        3012.0                        2560.0                        3012.0                        3012.0                        
22.021                        2560.0                        3524.0                        4036.0                        3524.0                        2048.0                        2048.0                        3524.0                        3072.0                        3012.0                        3012.0                        
23.022                        3012.0                        4036.0                        4548.0                        3524.0                        3072.0                        2560.0                        3524.0                        4096.0                        3524.0                        3524.0                        
24.022                        4548.0                        5060.0                        4548.0                        5572.0                        4096.0                        4608.0                        5060.0                        5120.0                        4036.0                        4548.0                        
25.022                        5572.0                        5060.0                        6084.0                        6084.0                        4608.0                        5632.0                        6084.0                        5120.0                        5060.0                        5060.0                        
26.023                        5572.0                        6084.0                        7108.0                        6596.0                        5120.0                        6144.0                        6084.0                        6656.0                        6084.0                        5572.0                        
27.024                        6596.0                        6596.0                        8644.0                        7108.0                        6656.0                        7168.0                        6596.0                        7168.0                        6596.0                        6084.0                        
28.025                        6596.0                        7620.0                        9668.0                        8132.0                        7168.0                        9156.0                        6596.0                        8132.0                        7620.0                        6596.0                        
29.026                        6596.0                        8132.0                        10180.0                       8644.0                        7680.0                        10180.0                       7620.0                        9156.0                        8644.0                        7108.0                        
30.026                        8644.0                        8644.0                        10692.0                       11204.0                       8704.0                        10180.0                       8132.0                        9668.0                        8644.0                        8644.0                        
31.027                        10180.0                       9668.0                        11204.0                       11716.0                       9216.0                        10692.0                       10180.0                       10180.0                       9668.0                        9156.0                        
32.028                        10692.0                       10180.0                       13764.0                       12680.0                       11776.0                       12740.0                       11204.0                       11204.0                       10180.0                       9668.0                        
33.029                        11204.0                       12228.0                       14276.0                       13704.0                       12800.0                       13252.0                       12228.0                       12228.0                       11716.0                       11204.0                       
34.03                         12740.0                       12740.0                       14788.0                       14668.0                       13252.0                       14728.0                       13252.0                       13252.0                       13192.0                       11716.0                       
35.03                         13252.0                       13764.0                       16324.0                       15692.0                       14788.0                       15752.0                       13764.0                       13764.0                       13704.0                       13252.0                       
36.031                        14788.0                       14788.0                       17740.0                       16204.0                       15240.0                       16776.0                       14728.0                       14728.0                       14216.0                       13764.0                       
37.031                        15812.0                       17288.0                       18764.0                       17228.0                       17288.0                       18252.0                       15752.0                       16204.0                       16264.0                       14788.0                       
38.032                        17288.0                       17288.0                       19788.0                       18704.0                       18764.0                       19216.0                       17288.0                       17680.0                       17800.0                       16324.0                       
39.033                        18764.0                       18824.0                       20300.0                       19216.0                       19276.0                       21144.0                       18764.0                       19156.0                       18252.0                       17800.0                       
40.034                        20300.0                       20300.0                       22228.0                       20752.0                       20180.0                       21144.0                       19728.0                       19668.0                       19216.0                       19336.0                       
41.034                        21264.0                       20752.0                       22740.0                       21716.0                       20632.0                       21596.0                       19728.0                       20180.0                       20632.0                       21264.0                       
42.034                        22680.0                       21776.0                       24216.0                       23072.0                       22560.0                       22620.0                       21204.0                       21144.0                       21144.0                       22168.0                       
43.035                        23192.0                       23252.0                       25692.0                       24096.0                       23584.0                       23132.0                       22228.0                       23132.0                       22168.0                       23704.0                       
44.036                        24156.0                       23252.0                       26144.0                       26144.0                       24096.0                       23584.0                       23764.0                       23644.0                       22680.0                       24156.0                       
45.036                        24668.0                       25060.0                       27108.0                       26144.0                       24608.0                       24608.0                       25180.0                       24096.0                       23644.0                       25120.0                       
46.037                        26144.0                       25572.0                       27620.0                       27680.0                       26144.0                       26144.0                       26204.0                       24608.0                       24156.0                       25632.0                       
47.038                        27048.0                       26596.0                       27620.0                       28132.0                       26596.0                       26144.0                       27740.0                       25632.0                       25632.0                       27168.0                       
48.04                         27048.0                       27108.0                       28584.0                       29096.0                       27108.0                       27680.0                       28644.0                       26144.0                       26656.0                       27680.0                       
49.041                        28072.0                       28072.0                       29608.0                       30632.0                       28644.0                       28192.0                       28644.0                       27680.0                       27680.0                       29156.0                       
50.042                        29608.0                       28584.0                       30632.0                       31144.0                       29608.0                       29728.0                       29668.0                       28704.0                       29156.0                       30632.0                       
51.043                        30120.0                       28584.0                       30632.0                       31144.0                       29608.0                       30692.0                       31656.0                       30692.0                       30632.0                       31084.0                       
52.044                        30632.0                       30120.0                       32168.0                       31596.0                       29608.0                       32228.0                       31656.0                       31204.0                       31656.0                       32620.0                       
53.045                        32168.0                       31656.0                       33132.0                       32620.0                       31144.0                       32228.0                       32620.0                       32740.0                       32168.0                       33132.0                       
54.045                        32680.0                       32680.0                       33644.0                       33644.0                       32680.0                       33252.0                       33132.0                       33764.0                       34156.0                       33644.0                       
55.046                        34156.0                       33192.0                       34668.0                       34156.0                       33192.0                       34276.0                       34668.0                       35300.0                       34668.0                       35180.0                       
56.048                        34668.0                       34668.0                       34668.0                       35180.0                       34728.0                       35180.0                       35692.0                       37288.0                       35180.0                       35692.0                       
57.049                        34668.0                       35180.0                       35180.0                       35180.0                       34728.0                       36716.0                       35692.0                       37288.0                       35692.0                       36204.0                       
58.049                        36204.0                       35692.0                       36204.0                       36656.0                       35752.0                       37228.0                       36204.0                       38764.0                       36204.0                       37228.0                       
59.049                        38252.0                       36716.0                       37740.0                       37680.0                       37288.0                       38252.0                       37740.0                       39728.0                       37740.0                       38764.0                       
60.05                         39276.0                       37228.0                       39276.0                       39216.0                       37800.0                       39276.0                       38252.0                       40692.0                       38704.0                       39276.0                       
61.05                         39276.0                       38764.0                       40752.0                       39216.0                       39336.0                       40300.0                       39156.0                       42168.0                       39668.0                       40240.0                       
62.05                         39788.0                       39276.0                       41204.0                       40752.0                       40240.0                       41776.0                       40180.0                       42680.0                       40180.0                       41264.0                       
63.051                        41716.0                       40300.0                       41716.0                       40752.0                       41716.0                       43132.0                       41204.0                       43132.0                       41596.0                       41776.0                       
64.051                        43132.0                       41204.0                       44728.0                       41776.0                       42680.0                       43644.0                       41716.0                       43584.0                       42108.0                       43644.0                       
65.052                        44608.0                       43192.0                       45632.0                       42288.0                       44156.0                       44096.0                       43644.0                       44096.0                       43132.0                       44156.0                       
66.052                        45120.0                       43192.0                       46144.0                       45180.0                       44156.0                       44096.0                       45632.0                       45632.0                       43644.0                       45572.0                       
67.053                        45120.0                       43704.0                       46596.0                       45632.0                       44608.0                       45120.0                       46596.0                       46144.0                       44548.0                       45572.0                       
68.053                        47168.0                       45752.0                       48072.0                       46144.0                       47108.0                       48132.0                       47620.0                       47620.0                       46084.0                       47620.0                       
69.054                        47168.0                       46716.0                       49608.0                       46656.0                       48584.0                       48644.0                       48644.0                       48644.0                       46596.0                       49156.0                       
70.055                        49156.0                       47228.0                       49608.0                       48704.0                       49096.0                       49156.0                       49156.0                       49156.0                       47108.0                       50180.0                       
71.056                        50632.0                       48192.0                       50632.0                       49608.0                       50120.0                       50632.0                       50180.0                       49668.0                       48132.0                       50692.0                       
72.057                        50632.0                       49608.0                       50632.0                       50120.0                       50120.0                       51656.0                       52228.0                       50572.0                       48644.0                       51204.0                       
73.058                        51144.0                       50632.0                       51656.0                       50632.0                       52168.0                       51656.0                       53764.0                       53132.0                       50632.0                       53704.0                       
74.058                        52620.0                       50632.0                       53192.0                       51144.0                       52680.0                       52168.0                       55240.0                       53644.0                       52168.0                       54216.0                       
75.058                        53132.0                       52680.0                       55240.0                       52680.0                       53644.0                       54216.0                       56204.0                       54156.0                       53192.0                       54668.0                       
76.058                        53132.0                       54728.0                       55240.0                       53644.0                       55180.0                       54728.0                       57228.0                       54668.0                       53704.0                       55692.0                       
77.059                        54668.0                       55180.0                       56776.0                       54156.0                       56204.0                       56776.0                       58252.0                       57228.0                       55240.0                       58252.0                       
78.059                        55692.0                       56716.0                       58704.0                       54156.0                       57228.0                       57288.0                       58764.0                       58252.0                       57228.0                       59276.0                       
