time mean min max stdev confval
0 0.0 0.0 0.0 0.0 0.0
1 102.0 0.0 510.0 215.0348808914498 112.2
2 0.0 0.0 0.0 0.0 0.0
3 153.3 0.0 511.0 246.8364505767601 128.79328990673386
4 153.3 0.0 511.0 246.8364505767601 128.79328990673386
5 102.0 0.0 510.0 215.0348808914498 112.2
6 0.0 0.0 0.0 0.0 0.0
7 51.0 0.0 510.0 161.27616066858735 84.14999999999999
8 204.8 0.0 512.0 264.395663101093 137.9552623135486
9 51.1 0.0 511.0 161.59238843460417 84.31499999999998
10 0.0 0.0 0.0 0.0 0.0
11 153.6 0.0 512.0 247.31949646829972 129.04533156995643
12 102.0 0.0 510.0 215.0348808914498 112.2
13 306.6 0.0 511.0 263.87926532159867 137.68581844184243
14 0.0 0.0 0.0 0.0 0.0
15 45.2 0.0 452.0 142.93495023961077 74.58
16 153.3 0.0 511.0 246.8364505767601 128.79328990673386
17 153.0 0.0 510.0 246.35340468522045 128.5412482435113
18 204.8 0.0 512.0 264.395663101093 137.9552623135486
19 51.1 0.0 511.0 161.59238843460417 84.31499999999998
20 288.7 0.0 963.0 337.13434513064175 175.90854733355053
21 403.6 0.0 1024.0 322.2611777218389 168.14808830313828
22 351.9 0.0 1022.0 410.79961322063366 214.34530254941436
23 504.9 0.0 1022.0 341.192825898266 178.0261644393879
24 1177.6 0.0 2048.0 640.8527652017011 334.3814731709877
25 716.8 0.0 1536.0 494.6389929365995 258.09066313991286
26 664.4 0.0 1534.0 484.9763339014023 253.04892135711623
27 817.8 511.0 1534.0 431.28201652489264 225.03252520469118
28 805.9 0.0 1986.0 584.7121704071347 305.088668627663
29 664.3 0.0 1022.0 344.8987129900925 179.95980669305018
30 921.6 0.0 2560.0 863.5126197366455 450.56000000000006
31 868.9 511.0 2045.0 541.7054242544251 282.6487886494474
32 1221.0 511.0 2557.0 843.9940758085924 440.3756958552549
33 1073.4 511.0 2045.0 508.56665683511386 265.3577813066728
34 947.3 451.0 1534.0 438.15726501895284 228.61986358363524
35 972.8 512.0 1536.0 448.3046583147075 233.91452797977294
36 890.2 451.0 1534.0 388.5102029262266 202.71522735107985
37 1466.8 1024.0 2500.0 550.1128773059014 287.0355943084411
38 1248.3 0.0 1534.0 487.5672147395566 254.40078031523407
39 1134.0 451.0 1926.0 565.7384554721377 295.1886430742212
40 1134.2 0.0 1926.0 578.1956224131914 301.68849149412375
41 765.2 0.0 1928.0 563.9859730328209 294.27424012305255
42 1208.0 512.0 1928.0 398.7892788038426 208.07860053354838
43 1157.8 511.0 1986.0 464.02509510681523 242.1170716822752
44 742.8 0.0 2045.0 609.0609894656601 317.7932935101054
45 861.6 0.0 1808.0 518.0551665175781 270.3086561692022
46 965.3 511.0 1534.0 501.57442119789164 261.7094018658863
47 839.1 0.0 1534.0 591.5402587971319 308.6514000049246
48 741.9 0.0 1532.0 420.3438936024751 219.32527721400464
49 1061.8 0.0 1534.0 503.7620249460828 262.8508405921503
50 1106.5 511.0 1534.0 392.31117184647644 204.69848100315738
51 737.1 0.0 1986.0 817.8423442204494 426.7303548202306
52 863.1 0.0 1534.0 644.0613238573551 336.0556214750766
53 1010.6 0.0 1534.0 539.6464274565956 281.57445391938523
54 966.8 512.0 1988.0 495.23256040863157 258.40037229075347
55 1016.4 511.0 1534.0 475.50048486948054 248.10465251582843
56 946.3 0.0 1984.0 594.1341131802183 310.00481048686964
57 358.2 0.0 1536.0 485.6557537094676 253.40342618046813
58 959.8 511.0 1534.0 431.5761295015696 225.18598624248355
59 1376.4 964.0 2048.0 352.9303362169682 184.15051343941454
60 908.2 511.0 1534.0 400.86428847900356 209.16129039571348
61 988.0 0.0 1536.0 581.061098336483 303.18362752628974
62 846.4 452.0 1536.0 413.8156325923149 215.91898851189532
63 968.5 0.0 1926.0 591.5659538697082 308.66480707233205
64 1117.6 452.0 3012.0 807.0626025559878 421.10574633932504
65 1076.9 451.0 1986.0 600.7906734739923 313.47804265211295
66 936.8 0.0 2892.0 982.6635911304201 512.7300950792727
67 526.3 0.0 1022.0 357.427552876881 186.49705232255013
68 1768.0 512.0 3012.0 720.6466232180344 376.0159783838979
69 908.2 0.0 1534.0 519.6596749583114 271.14584986681984
70 811.9 0.0 2045.0 678.6927712726707 354.1254731377001
71 992.4 511.0 1474.0 323.13230864289767 168.60262334851137
72 691.7 0.0 2045.0 670.0073051011376 349.5936069567062
73 1368.8 0.0 2557.0 890.2450099707258 464.50831467262236
74 858.2 0.0 1536.0 578.8390296293281 302.0242058180105
75 1210.8 452.0 2048.0 659.7644023942688 344.2491080598466
76 813.2 0.0 2048.0 645.8016207267781 336.9636662905957
77 1476.7 451.0 2557.0 750.1890206252466 391.43048683642405
78 1057.2 0.0 1988.0 629.8586790348734 328.645024912899
79 697.7 0.0 1534.0 596.9699508536609 311.48448199709725
80 1108.4 452.0 2048.0 539.7989749280127 281.6540495004465
81 1266.2 0.0 2045.0 597.5771079952779 311.80128190884653
82 1111.4 451.0 2554.0 756.2818698518871 394.60958820079367
83 1488.0 512.0 2440.0 569.6127339400574 297.2101478752029
84 840.4 0.0 1476.0 410.408793494703 214.14138226881786
85 1088.9 0.0 2497.0 702.3950218122752 366.49273420492244
86 1256.4 451.0 1984.0 585.787826587219 305.6499200065329
87 917.4 451.0 1474.0 483.82393491847836 252.44762743983154
88 986.5 0.0 2437.0 736.2957210855492 384.1812991609559
89 811.7 451.0 2045.0 498.4324427643129 260.0699935113622
90 493.2 0.0 1534.0 533.3822477569179 278.305956457996
91 994.0 0.0 1928.0 557.8219548685165 291.058004528307
92 476.0 0.0 1536.0 516.2600550540826 269.3720104242458
93 1179.3 0.0 1986.0 612.6008397716158 319.64030178467794
94 807.2 0.0 1536.0 552.202217388602 288.1257614306641
95 1152.0 0.0 2045.0 631.1309073577543 329.3088428815721
96 1256.0 512.0 2500.0 706.2942414854842 368.52725272359436
97 971.2 0.0 2557.0 779.3099226594998 406.6250691976577
98 897.1 0.0 1988.0 517.9571947135744 270.2575368514262
99 941.9 0.0 1536.0 439.47884540163653 229.309432263481
100 1004.6 0.0 1986.0 667.3688302247533 348.2169145805528
101 1331.2 512.0 2048.0 431.7563098683227 225.27999999999997
102 862.9 451.0 1534.0 427.09417384615926 222.8474101823936
103 1419.6 511.0 2557.0 676.9856719310978 353.2347499892953
104 512.0 0.0 1024.0 482.71822929001644 251.87069698557627
105 744.0 0.0 1024.0 421.2278348932901 219.78649640048403
106 1427.6 0.0 2048.0 668.2446657724499 348.67390438631907
