time Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.009 0.01 0.01 0.005 0.005 0.0 0.015 0.005 0.015 0.005 0.025 
2.009 0.03 0.03 0.035 0.01 0.035 0.03 0.03 0.025 0.035 0.045 
3.011 0.065 0.06 0.065 0.045 0.06 0.05 0.05 0.04 0.05 0.07 
4.011 0.095 0.095 0.1 0.08 0.1 0.075 0.075 0.07 0.085 0.105 
5.012 0.125 0.125 0.125 0.095 0.115 0.115 0.11 0.115 0.125 0.135 
6.014 0.145 0.17 0.16 0.13 0.14 0.15 0.13 0.145 0.135 0.16 
7.014 0.175 0.2 0.185 0.16 0.17 0.18 0.17 0.165 0.18 0.195 
8.015 0.205 0.225 0.22 0.185 0.195 0.205 0.195 0.195 0.205 0.225 
9.016 0.24 0.26 0.255 0.21 0.235 0.235 0.23 0.23 0.225 0.25 
10.017 0.26 0.28 0.275 0.23 0.255 0.26 0.27 0.27 0.26 0.29 
11.017 0.29 0.33 0.31 0.26 0.285 0.285 0.285 0.29 0.275 0.31 
12.019 0.33 0.355 0.33 0.29 0.32 0.335 0.33 0.335 0.325 0.345 
13.02 0.36 0.375 0.36 0.325 0.33 0.365 0.355 0.35 0.36 0.365 
14.022 0.385 0.42 0.4 0.36 0.37 0.38 0.385 0.39 0.38 0.39 
15.023 0.4 0.435 0.415 0.375 0.395 0.415 0.425 0.435 0.43 0.435 
16.024 0.44 0.475 0.46 0.405 0.425 0.45 0.445 0.455 0.445 0.46 
17.025 0.46 0.505 0.47 0.43 0.45 0.485 0.485 0.49 0.49 0.485 
18.025 0.5 0.53 0.51 0.465 0.495 0.51 0.52 0.52 0.505 0.505 
19.026 0.54 0.56 0.54 0.495 0.515 0.535 0.545 0.55 0.53 0.535 
20.026 0.56 0.59 0.565 0.525 0.555 0.57 0.57 0.595 0.57 0.575 
21.028 0.595 0.62 0.59 0.555 0.57 0.595 0.6 0.62 0.6 0.595 
22.028 0.605 0.66 0.615 0.58 0.605 0.63 0.615 0.65 0.62 0.62 
23.029 0.625 0.685 0.635 0.595 0.625 0.645 0.64 0.68 0.645 0.635 
24.03 0.665 0.715 0.66 0.63 0.66 0.68 0.66 0.695 0.665 0.65 
25.03 0.67 0.725 0.69 0.64 0.675 0.705 0.69 0.73 0.71 0.695 
26.03 0.705 0.76 0.725 0.67 0.7 0.725 0.7 0.74 0.715 0.72 
27.031 0.73 0.78 0.74 0.685 0.73 0.745 0.72 0.765 0.75 0.75 
28.031 0.775 0.81 0.76 0.72 0.745 0.775 0.75 0.795 0.765 0.78 
29.031 0.795 0.83 0.8 0.74 0.78 0.79 0.775 0.815 0.79 0.8 
30.032 0.82 0.85 0.81 0.76 0.8 0.82 0.795 0.855 0.83 0.84 
31.032 0.855 0.89 0.84 0.795 0.825 0.835 0.815 0.87 0.84 0.85 
32.034 0.865 0.905 0.88 0.815 0.86 0.865 0.835 0.9 0.87 0.88 
33.039 0.9 0.94 0.905 0.84 0.89 0.885 0.865 0.92 0.885 0.9 
34.04 0.94 0.96 0.93 0.865 0.91 0.91 0.895 0.935 0.9 0.92 
35.041 0.955 0.97 0.95 0.89 0.93 0.93 0.92 0.975 0.945 0.96 
36.041 0.995 1.0 0.975 0.935 0.97 0.97 0.95 0.98 0.975 0.985 
37.042 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
38.043 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
39.043 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
