time mean min max stdev confval
0 0.0 0.0 0.0 0.0 0.0
1 0.0 0.0 0.0 0.0 0.0
2 0.0 0.0 0.0 0.0 0.0
3 232.72727272727272 0.0 2560.0 771.869042119075 384.0
4 325.8181818181818 0.0 3584.0 1080.6166589667048 537.6
5 465.45454545454544 0.0 5120.0 1543.73808423815 768.0
6 512.0 0.0 5632.0 1698.1118926619647 844.8
7 558.5454545454545 0.0 6144.0 1852.48570108578 921.6
8 698.1818181818181 0.0 7680.0 2315.607126357225 1152.0
9 791.2727272727273 0.0 8704.0 2624.3547432048545 1305.6
10 977.4545454545455 0.0 10752.0 3241.849976900114 1612.7999999999997
11 1024.0 0.0 11264.0 3396.2237853239294 1689.6
12 1024.0 0.0 11264.0 3396.2237853239294 1689.6
13 1117.090909090909 0.0 12288.0 3704.97140217156 1843.2
14 1256.7272727272727 0.0 13824.0 4168.092827443004 2073.6
15 1303.2727272727273 0.0 14336.0 4322.466635866819 2150.4
16 1390.909090909091 0.0 14788.0 4445.9664743348085 2211.840393880173
17 1566.1818181818182 0.0 16716.0 5026.973439718611 2500.887709594335
18 1752.3636363636363 0.0 17740.0 5312.62419662312 2642.997166854327
19 2072.7272727272725 0.0 18704.0 5557.633400844447 2764.8877069421824
20 2439.6363636363635 0.0 20692.0 6130.220082064384 3049.745984176387
21 2951.6363636363635 0.0 21204.0 6265.566203827509 3117.079829584093
22 3644.3636363636365 0.0 21656.0 6394.296822524386 3181.122503771271
23 4109.818181818182 0.0 22168.0 6510.380231878654 3238.8732707532718
24 4901.090909090909 0.0 23192.0 6749.586557035112 3357.87691495683
25 5133.818181818182 0.0 24728.0 7176.484345669289 3570.255883266632
26 5919.636363636364 0.0 25692.0 7511.890191858867 3737.118184912005
27 6519.272727272727 0.0 27168.0 7894.135913333505 3927.2830302895154
28 7636.363636363636 0.0 27680.0 7974.38809279718 3967.207985472907
29 8381.09090909091 0.0 28192.0 8238.871590873903 4098.786864427083
30 8980.727272727272 0.0 28704.0 8283.599762070946 4121.038848639989
31 9807.636363636364 0.0 30692.0 8720.682258547518 4338.484645126682
32 10360.727272727272 0.0 31204.0 8929.443757490262 4442.342179526471
33 11926.90909090909 0.0 32740.0 9066.765525307748 4510.658896436306
34 12800.363636363636 0.0 32740.0 9050.395872808296 4502.515097142928
35 13564.363636363636 0.0 34788.0 9672.155078086034 4811.836396221302
