time Optional[local:ss-0] 
0.0 0.0 
1.007 900.0 
2.013 1900.0 
3.016 2900.0 
4.018 3900.0 
5.019 4900.0 
6.02 5900.0 
7.027 6900.0 
8.029 7900.0 
9.03 8900.0 
10.031 9900.0 
11.033 10900.0 
12.033 11900.0 
13.033 12900.0 
14.035 13900.0 
15.036 14900.0 
16.037 15650.0 
17.037 16650.0 
18.038 17650.0 
19.038 18650.0 
20.039 19650.0 
21.04 20650.0 
22.041 21650.0 
23.041 22650.0 
24.042 23650.0 
25.043 24650.0 
26.044 25650.0 
27.045 26650.0 
28.045 27650.0 
29.046 28650.0 
30.047 29650.0 
31.048 30650.0 
32.049 31650.0 
33.05 32650.0 
34.051 33650.0 
35.052 34650.0 
36.052 35650.0 
37.053 36650.0 
38.054 37650.0 
39.054 38650.0 
40.055 39650.0 
41.056 40000.0 
42.056 40000.0 
43.056 40000.0 
