time Optional[local:sl-0] Optional[local:sl-1] Optional[local:sl-2] Optional[local:sl-3] Optional[local:sl-4] Optional[local:sl-5] Optional[local:sl-6] Optional[local:sl-7] Optional[local:sl-8] Optional[local:sl-9] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.012 0.325 0.35 0.375 0.325 0.375 0.325 0.35 0.3 0.35 0.325 
2.017 0.825 0.85 0.85 0.825 0.825 0.85 0.825 0.825 0.825 0.775 
3.021 1.3 1.275 1.35 1.325 1.325 1.3 1.325 1.275 1.275 1.325 
4.023 1.775 1.8 1.725 1.825 1.725 1.725 1.75 1.775 1.8 1.75 
5.024 2.225 2.275 2.25 2.3 2.275 2.25 2.3 2.3 2.25 2.3 
6.025 2.75 2.8 2.75 2.725 2.8 2.75 2.7 2.75 2.7 2.7 
7.032 3.275 3.275 3.275 3.25 3.275 3.225 3.2 3.275 3.225 3.325 
8.034 3.8 3.725 3.7 3.725 3.725 3.75 3.725 3.775 3.75 3.75 
9.035 4.3 4.3 4.25 4.225 4.275 4.275 4.2 4.275 4.25 4.225 
10.036 4.75 4.75 4.8 4.7 4.7 4.775 4.775 4.775 4.825 4.825 
11.037 5.3 5.225 5.25 5.225 5.3 5.275 5.275 5.225 5.3 5.3 
12.038 5.725 5.775 5.75 5.675 5.75 5.75 5.725 5.8 5.725 5.75 
13.038 6.2 6.25 6.25 6.225 6.25 6.225 6.275 6.2 6.275 6.225 
14.039 6.8 6.75 6.775 6.75 6.775 6.7 6.8 6.725 6.725 6.675 
15.041 7.25 7.2 7.225 7.225 7.25 7.225 7.25 7.325 7.275 7.275 
16.042 7.75 7.775 7.775 7.65 7.725 7.725 7.725 7.75 7.75 7.75 
17.042 8.275 8.225 8.225 8.225 8.25 8.225 8.225 8.275 8.25 8.25 
18.042 8.7 8.75 8.75 8.675 8.725 8.725 8.725 8.725 8.8 8.75 
19.043 9.225 9.225 9.275 9.2 9.225 9.25 9.275 9.175 9.2 9.225 
20.044 9.65 9.675 9.75 9.75 9.775 9.65 9.725 9.8 9.8 9.725 
21.045 10.225 10.175 10.25 10.25 10.2 10.225 10.2 10.25 10.125 10.1 
22.046 10.775 10.675 10.65 10.7 10.725 10.725 10.65 10.75 10.7 10.725 
23.046 11.225 11.225 11.15 11.2 11.2 11.275 11.225 11.275 11.225 11.2 
24.047 11.75 11.7 11.725 11.75 11.725 11.75 11.675 11.75 11.7 11.75 
25.048 12.175 12.15 12.25 12.2 12.225 12.275 12.2 12.3 12.25 12.25 
26.048 12.7 12.775 12.775 12.725 12.8 12.775 12.75 12.7 12.7 12.675 
27.05 13.2 13.225 13.175 13.275 13.25 13.25 13.175 13.275 13.225 13.2 
28.05 13.725 13.725 13.625 13.675 13.775 13.725 13.7 13.7 13.725 13.75 
29.051 14.25 14.3 14.2 14.225 14.225 14.25 14.2 14.275 14.175 14.225 
30.052 14.7 14.775 14.725 14.725 14.725 14.725 14.7 14.8 14.65 14.725 
31.053 15.275 15.225 15.225 15.2 15.3 15.2 15.25 15.25 15.225 15.25 
32.054 15.8 15.75 15.7 15.75 15.8 15.7 15.7 15.725 15.725 15.725 
33.055 16.225 16.225 16.25 16.25 16.2 16.2 16.2 16.2 16.2 16.25 
34.056 16.75 16.775 16.775 16.725 16.675 16.625 16.725 16.775 16.625 16.7 
35.057 17.225 17.225 17.25 17.2 17.25 17.25 17.225 17.275 17.225 17.3 
36.057 17.8 17.775 17.75 17.75 17.725 17.725 17.7 17.75 17.725 17.725 
37.058 18.225 18.225 18.2 18.25 18.25 18.2 18.25 18.275 18.225 18.225 
38.059 18.725 18.725 18.75 18.75 18.7 18.75 18.7 18.75 18.725 18.775 
39.059 19.2 19.275 19.2 19.275 19.275 19.15 19.225 19.25 19.2 19.2 
40.06 19.7 19.775 19.7 19.775 19.75 19.75 19.7 19.75 19.7 19.75 
41.06 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 
42.061 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 
43.061 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 
