time Optional[local:sl-0] Optional[local:sl-1] Optional[local:sl-2] Optional[local:sl-3] Optional[local:sl-4] Optional[local:sl-5] Optional[local:sl-6] Optional[local:sl-7] Optional[local:sl-8] Optional[local:sl-9] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.006 650.0 700.0 750.0 650.0 750.0 650.0 700.0 600.0 700.0 650.0 
2.012 1650.0 1700.0 1700.0 1650.0 1650.0 1700.0 1650.0 1650.0 1650.0 1550.0 
3.015 2600.0 2550.0 2700.0 2650.0 2650.0 2600.0 2650.0 2550.0 2550.0 2650.0 
4.017 3550.0 3600.0 3450.0 3650.0 3450.0 3450.0 3500.0 3550.0 3600.0 3500.0 
5.018 4450.0 4550.0 4500.0 4600.0 4550.0 4500.0 4600.0 4600.0 4500.0 4600.0 
6.019 5500.0 5600.0 5500.0 5450.0 5600.0 5500.0 5400.0 5500.0 5400.0 5400.0 
7.026 6550.0 6550.0 6550.0 6500.0 6550.0 6450.0 6400.0 6550.0 6450.0 6650.0 
8.029 7600.0 7450.0 7400.0 7450.0 7450.0 7500.0 7450.0 7550.0 7500.0 7500.0 
9.03 8600.0 8600.0 8500.0 8450.0 8550.0 8550.0 8400.0 8550.0 8500.0 8450.0 
10.03 9500.0 9500.0 9600.0 9400.0 9400.0 9550.0 9550.0 9550.0 9650.0 9650.0 
11.032 10600.0 10450.0 10500.0 10450.0 10600.0 10550.0 10550.0 10450.0 10600.0 10600.0 
12.032 11450.0 11550.0 11500.0 11350.0 11500.0 11500.0 11450.0 11600.0 11450.0 11500.0 
13.032 12400.0 12500.0 12500.0 12450.0 12500.0 12450.0 12550.0 12400.0 12550.0 12450.0 
14.034 13600.0 13500.0 13550.0 13500.0 13550.0 13400.0 13600.0 13450.0 13450.0 13350.0 
15.036 14500.0 14400.0 14450.0 14450.0 14500.0 14450.0 14500.0 14650.0 14550.0 14550.0 
16.036 15500.0 15550.0 15550.0 15300.0 15450.0 15450.0 15450.0 15500.0 15500.0 15500.0 
17.036 16550.0 16450.0 16450.0 16450.0 16500.0 16450.0 16450.0 16550.0 16500.0 16500.0 
18.037 17400.0 17500.0 17500.0 17350.0 17450.0 17450.0 17450.0 17450.0 17600.0 17500.0 
19.037 18450.0 18450.0 18550.0 18400.0 18450.0 18500.0 18550.0 18350.0 18400.0 18450.0 
20.038 19300.0 19350.0 19500.0 19500.0 19550.0 19300.0 19450.0 19600.0 19600.0 19450.0 
21.039 20450.0 20350.0 20500.0 20500.0 20400.0 20450.0 20400.0 20500.0 20250.0 20200.0 
22.04 21550.0 21350.0 21300.0 21400.0 21450.0 21450.0 21300.0 21500.0 21400.0 21450.0 
23.04 22450.0 22450.0 22300.0 22400.0 22400.0 22550.0 22450.0 22550.0 22450.0 22400.0 
24.041 23500.0 23400.0 23450.0 23500.0 23450.0 23500.0 23350.0 23500.0 23400.0 23500.0 
25.042 24350.0 24300.0 24500.0 24400.0 24450.0 24550.0 24400.0 24600.0 24500.0 24500.0 
26.043 25400.0 25550.0 25550.0 25450.0 25600.0 25550.0 25500.0 25400.0 25400.0 25350.0 
27.044 26400.0 26450.0 26350.0 26550.0 26500.0 26500.0 26350.0 26550.0 26450.0 26400.0 
28.044 27450.0 27450.0 27250.0 27350.0 27550.0 27450.0 27400.0 27400.0 27450.0 27500.0 
29.045 28500.0 28600.0 28400.0 28450.0 28450.0 28500.0 28400.0 28550.0 28350.0 28450.0 
30.046 29400.0 29550.0 29450.0 29450.0 29450.0 29450.0 29400.0 29600.0 29300.0 29450.0 
31.047 30550.0 30450.0 30450.0 30400.0 30600.0 30400.0 30500.0 30500.0 30450.0 30500.0 
32.048 31600.0 31500.0 31400.0 31500.0 31600.0 31400.0 31400.0 31450.0 31450.0 31450.0 
33.049 32450.0 32450.0 32500.0 32500.0 32400.0 32400.0 32400.0 32400.0 32400.0 32500.0 
34.05 33500.0 33550.0 33550.0 33450.0 33350.0 33250.0 33450.0 33550.0 33250.0 33400.0 
35.051 34450.0 34450.0 34500.0 34400.0 34500.0 34500.0 34450.0 34550.0 34450.0 34600.0 
36.051 35600.0 35550.0 35500.0 35500.0 35450.0 35450.0 35400.0 35500.0 35450.0 35450.0 
37.052 36450.0 36450.0 36400.0 36500.0 36500.0 36400.0 36500.0 36550.0 36450.0 36450.0 
38.053 37450.0 37450.0 37500.0 37500.0 37400.0 37500.0 37400.0 37500.0 37450.0 37550.0 
39.053 38400.0 38550.0 38400.0 38550.0 38550.0 38300.0 38450.0 38500.0 38400.0 38400.0 
40.054 39400.0 39550.0 39400.0 39550.0 39500.0 39500.0 39400.0 39500.0 39400.0 39500.0 
41.055 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 
42.055 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 
43.055 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 
