time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           125.0                         32.0                          32.0                          128.0                         
1.0                           189.0                         253.0                         192.0                         250.0                         
2.0                           535.0                         439.0                         474.0                         410.0                         
3.001                         657.0                         689.0                         692.0                         814.0                         
4.002                         971.0                         907.0                         1000.0                        1000.0                        
5.003                         1000.0                        1000.0                        1000.0                        1000.0                        
6.005                         1000.0                        1000.0                        1000.0                        1000.0                        
7.006                         1000.0                        1000.0                        1000.0                        1000.0                        
