time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           83.0                          41.0                          0.0                           0.0                           0.0                           
1.004                         251.0                         249.0                         0.0                           0.0                           63.0                          
2.004                         250.0                         29.0                          285.0                         128.0                         282.0                         
3.005                         246.0                         188.0                         217.0                         246.0                         92.0                          
4.006                         28.0                          185.0                         246.0                         281.0                         281.0                         
5.007                         0.0                           0.0                           0.0                           92.0                          28.0                          
6.009                         0.0                           0.0                           0.0                           0.0                           0.0                           
7.01                          0.0                           0.0                           0.0                           0.0                           0.0                           
