time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           0.125                         0.0                           0.0                           0.0                           
1.004                         0.125                         0.125                         0.0                           0.25                          
2.004                         0.375                         0.375                         0.25                          0.25                          
3.005                         0.625                         0.625                         0.5                           0.75                          
4.006                         0.875                         0.875                         1.0                           1.0                           
5.007                         1.0                           1.0                           1.0                           1.0                           
6.009                         1.0                           1.0                           1.0                           1.0                           
7.01                          1.0                           1.0                           1.0                           1.0                           
