time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           53.0                          15.0                          15.0                          62.0                          
1.003                         63.0                          220.0                         159.0                         121.0                         
2.003                         346.0                         186.0                         282.0                         160.0                         
3.004                         121.0                         249.0                         217.0                         403.0                         
4.005                         313.0                         217.0                         307.0                         185.0                         
5.006                         28.0                          92.0                          0.0                           0.0                           
6.008                         0.0                           0.0                           0.0                           0.0                           
7.009                         0.0                           0.0                           0.0                           0.0                           
