time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           221.0                         96.0                          0.0                           0.0                           0.0                           
1.003                         474.0                         346.0                         0.0                           0.0                           64.0                          
2.003                         724.0                         375.0                         285.0                         128.0                         346.0                         
3.004                         971.0                         564.0                         503.0                         375.0                         439.0                         
4.005                         1000.0                        750.0                         750.0                         657.0                         721.0                         
5.006                         1000.0                        750.0                         750.0                         750.0                         750.0                         
6.008                         1000.0                        750.0                         750.0                         750.0                         750.0                         
7.009                         1000.0                        750.0                         750.0                         750.0                         750.0                         
